TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023abdq,22:43:19.190,+34:00:16.96,2024-01-04,SN II,0.0224,2024-01-03 18:58:42,J. Sollerman
2023zzk,03:38:52.780,+40:59:19.02,2024-01-04,SN II,0.020127,2024-01-03 19:05:16,J. Sollerman
2023ugq,03:54:38.970,+01:38:47.71,2024-01-04,SN II,0.04,2024-01-03 19:06:58,J. Sollerman
2023aaeg,01:03:57.180,+80:39:39.56,2024-01-04,SN Ib,0.025948,2024-01-03 19:08:56,J. Johansson
2023abbd,23:02:53.530,+26:01:35.83,2024-01-04,SN Ibn,0.042,2024-01-03 20:29:39,Wynn Jacobson-Galán (UCB)
2023aado,07:32:12.064,+51:41:04.68,2024-01-04,SN Ia,0.08,2024-01-03 20:54:04,J. Johansson
2023zwv,08:43:24.766,+08:04:41.82,2024-01-04,SN IIb,0.029685,2024-01-03 20:55:21,V. Karambelkar
2023yol,12:28:07.700,+20:10:47.96,2024-01-04,SN IIP,0.0226,2024-01-03 20:56:35,V. Karambelkar
2023znx,14:18:33.500,+55:08:39.93,2024-01-04,SN IIP,0.0299,2024-01-03 20:57:40,V. Karambelkar
2023ylz,10:06:20.930,-06:15:22.25,2024-01-04,SN IIP,0.0188,2024-01-03 20:58:52,V. Karambelkar
2023zem,05:26:50.651,-15:54:52.11,2024-01-04,SN Ic,0.057,2024-01-03 20:59:54,V. Karambelkar
2023abim,11:49:12.680,+43:07:28.87,2024-01-04,SN II,0.01,2024-01-03 21:00:46,J. Sollerman
2023vcj,07:55:15.911,+53:44:47.63,2024-01-04,SN IIP,0.0252170004,2024-01-03 21:03:20,S. Covarrubias
2023ujp,15:57:33.016,+20:02:54.23,2024-01-04,SN II,0.0327240005,2024-01-03 21:05:02,K. Das
2023zjt,23:03:51.257,+03:20:23.31,2024-01-04,SN II,0.02,2024-01-03 21:34:36,J. Sollerman
2023zjv,07:14:10.454,+36:09:52.77,2024-01-04,SN Ia,0.08,2024-01-03 21:38:31,J. Sollerman
