TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024tyg,20:37:18.611,-08:02:31.18,2024-09-05,SN Ia,0.054,2024-09-04 02:08:18,B. Martin (ANU)
2024tys,17:12:46.353,+18:39:43.40,2024-09-05,SN Ia,0.059,2024-09-04 05:38:24,C. Fremling
2021mdd,07:45:12.860,+59:35:34.58,2024-09-05,SN II,0.054,2024-09-04 09:09:24,A. Tzanidakis
2024ryu,00:43:57.785,+41:13:35.82,2024-09-05,Nova,0,2024-09-04 10:56:02,Daniel Perley (LJMU)
2024sve,02:00:49.599,+09:34:22.36,2024-09-05,SN Ia,0.0575,2024-09-04 16:42:22,K-Ryan Hinds (LJMU)
2024ssl,21:25:20.350,+15:35:15.26,2024-09-05,SN Ia,0.06303,2024-09-04 16:49:32,K-Ryan Hinds (LJMU)
2024slh,19:38:26.145,+67:44:25.68,2024-09-05,SN Ia,0.049304,2024-09-04 16:53:12,K-Ryan Hinds (LJMU)
2024svd,18:43:29.760,+58:07:47.70,2024-09-05,SN II,0.03,2024-09-04 17:30:51,Natalie LeBaron (UCB)
2024sik,22:59:10.263,+11:17:34.31,2024-09-05,SN Ia,0.095,2024-09-04 19:39:57,J. Johansson
2024qje,04:56:07.051,-07:30:46.51,2024-09-05,SN II,0.025,2024-09-04 19:42:58,J. Sollerman
2024ufz,15:23:24.995,-37:22:36.21,2024-09-05,SN Ia,0.014283,2024-09-04 23:28:18,Joseph Farah (UCSB/LCO)
