TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024lxj,16:05:28.317,+37:16:43.50,2024-07-08,SN Ia,0.065906,2024-07-07 05:59:48,C. Fremling
2024mvl,23:04:45.619,+51:52:55.20,2024-07-08,SN Ia,0.07,2024-07-07 09:39:18,J. Sollerman
2024mun,00:33:28.561,+10:17:49.30,2024-07-08,SN Ia,0.06,2024-07-07 11:13:52,C. Fremling
2024lxm,03:33:34.568,-78:30:13.55,2024-07-08,SN Ia,0.048,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024mld,17:18:39.322,+21:40:44.83,2024-07-08,SN II,0.043,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024mqg,18:10:45.001,+22:46:47.50,2024-07-08,CV,0,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024mzy,23:28:57.000,+19:03:11.57,2024-07-08,SN Ia,0.07,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024naq,14:29:58.437,-22:03:09.52,2024-07-08,SN Ia,0.11,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024nbl,13:59:31.830,-02:17:14.74,2024-07-08,SN Ia,0.095,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024ncl,14:14:41.058,+05:08:48.49,2024-07-08,SN Ia,0.111,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024nco,14:18:06.244,+08:17:15.59,2024-07-08,SN Ia-91T-like,0.06,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024ngx,21:08:23.482,-09:00:50.49,2024-07-08,SN Ia,0.08,2024-07-07 17:44:00,M. Gonzalez-Banuelos
2024lxn,14:42:45.252,+14:55:22.26,2024-07-08,SN Ia,0.05304,2024-07-07 20:24:59,Jacob Wise (LJMU)
