TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024jaj,SN Ia,J.H. Terwel (TCD),+25:20:45.23,15:35:45.998,0.04,2024-05-24,2024-05-23 09:14:48
