TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024sae,SN Ia,C. Fremling,-04:42:09.32,03:00:59.730,0.065,2024-08-21,2024-08-20 11:07:18
