TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024ppk,SN Ia-91T-like,Panos Charalampopoulos,+07:16:26.10,15:23:19.288,0.0687,2024-07-21,2024-07-20 16:35:48
