TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023tot,22:27:53.070,-30:13:34.75,2023-09-27,SN Ia,0.061,2023-09-26 05:00:26,Koji Miyakawa
2023tml,23:45:16.226,-26:03:13.34,2023-09-27,SN Ia,0.052,2023-09-26 05:06:29,M. Newland
2023oom,00:46:52.615,+42:01:41.29,2023-09-27,Nova,,2023-09-26 05:19:36,Kenta Taguchi (Kyoto University)
2023tky,00:06:16.858,+35:11:11.42,2023-09-27,SN Ia,0.048,2023-09-26 05:22:28,M. Woods
2023tnc,23:12:21.562,-22:07:36.20,2023-09-27,SN II,,2023-09-26 05:33:56,X. Tablit
2023tju,22:16:27.630,-20:27:25.60,2023-09-27,CV,,2023-09-26 05:39:52,P. Matheson
2023tjn,22:34:29.059,-22:26:08.38,2023-09-27,SN Iax[02cx-like],0.052,2023-09-26 06:29:07,T. Ogawa
2023tfc,00:36:02.874,-42:59:50.41,2023-09-27,SN Ia,0.0533,2023-09-26 07:57:05,C. Lidman (ANU)
2023tfg,22:14:10.652,-52:43:21.48,2023-09-27,SN Ia,0.0747,2023-09-26 08:48:18,C. Lidman (ANU)
2023tib,05:59:46.201,-25:32:56.31,2023-09-27,SN Ia,0.0907,2023-09-26 08:53:12,C. Lidman (ANU)
2023tfj,04:54:43.514,-46:08:47.28,2023-09-27,SN Ia,0.0577,2023-09-26 09:11:38,C. Lidman (ANU)
2023tgz,02:34:23.014,-65:40:01.37,2023-09-27,SN Ia,0.0724,2023-09-26 09:23:28,C. Lidman (ANU)
2023tjv,05:49:29.696,-25:00:54.20,2023-09-27,SN II,0.0448,2023-09-26 09:26:51,C. Lidman (ANU)
2023sff,07:24:09.403,+41:30:33.66,2023-09-27,SN Ia,0.06175,2023-09-26 10:51:35,C. Fremling
2023tcd,23:36:38.543,+23:57:49.61,2023-09-27,SN Ia,0.066,2023-09-26 15:14:48,C. Fremling
2023tde,17:42:28.946,+39:19:06.98,2023-09-27,SN,,2023-09-26 18:56:30,A. Unger
2023nzt,02:26:55.352,+33:34:56.87,2023-09-27,LRN,0.00185,2023-09-26 19:44:19,Jozsef Vinko (Konkoly)
