TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024cvi,SN Ia,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team,-14:43:56.78,12:50:05.124,0.013,2024-02-25,2024-02-24 14:38:28
