TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023vwh,04:09:59.613,-06:05:52.46,2023-11-05,SN II,0.064,2023-11-04 01:54:02,Dhvanil Desai (on behalf of the SCAT team)
2023vue,02:07:16.103,+47:10:55.34,2023-11-05,SN Ia,0.056,2023-11-04 04:42:25,C. Fremling
2023vwz,21:14:34.817,+12:01:07.13,2023-11-05,SN Ia,0.072,2023-11-04 05:30:05,C. Fremling
2023wdi,20:45:14.686,-05:29:01.36,2023-11-05,SN Ia,0.026877,2023-11-04 16:55:06,Claudio Balcon (Belluno A.O. ISSP)
2023taz,02:03:17.306,-23:40:47.47,2023-11-05,SLSN-I,0.42,2023-11-04 17:58:01,A. Aamer
2023tvu,03:04:42.035,-30:31:01.86,2023-11-05,SN Ib,0.053,2023-11-04 17:58:01,A. Aamer
2023urr,02:12:27.823,+11:17:12.31,2023-11-05,SN Ia,0.045,2023-11-04 17:58:01,A. Aamer
2023vlb,05:24:01.259,-61:21:09.40,2023-11-05,SN Ia-91T-like,0.07,2023-11-04 17:58:01,A. Aamer
2023vpe,03:06:06.856,+16:15:19.64,2023-11-05,SN Ia-SC,0.06,2023-11-04 17:58:01,A. Aamer
2023vpg,21:30:36.109,-13:07:10.80,2023-11-05,SN Ia,0.081,2023-11-04 17:58:01,A. Aamer
2023vtr,09:31:21.144,-10:38:46.86,2023-11-05,SN Ia,0.05,2023-11-04 17:58:01,A. Aamer
2023vwa,04:39:48.566,-56:07:59.62,2023-11-05,SN Ia-91T-like,0.08,2023-11-04 17:58:01,A. Aamer
2023vwu,08:40:06.390,-08:01:50.97,2023-11-05,SN Ia,0.09,2023-11-04 17:58:01,A. Aamer
2023wcy,00:37:57.289,-04:26:45.89,2023-11-05,SN II,0.042,2023-11-04 17:58:01,A. Aamer
2023wde,03:35:13.013,-32:25:25.64,2023-11-05,SN II,0.046,2023-11-04 17:58:01,A. Aamer
2023wea,01:04:39.884,-02:07:23.94,2023-11-05,SN Ia,0.068,2023-11-04 17:58:01,A. Aamer
2023vta,09:47:23.502,-23:43:58.12,2023-11-05,SN Ia,0.037,2023-11-04 18:59:17,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
