TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024jhe,16:03:02.077,+05:38:50.43,2024-06-02,SN Ia,0.066,2024-06-01 09:45:27,C. Fremling
2024ddi,14:39:34.069,-32:58:02.46,2024-06-02,AGN,0.216,2024-06-01 16:44:03,Katja Matilainen
2024jck,01:15:52.444,-32:28:52.50,2024-06-02,SN Ia,0.02,2024-06-01 16:44:03,Katja Matilainen
2024jea,01:32:47.265,-27:02:27.26,2024-06-02,SN Ia,0.04,2024-06-01 16:44:03,Katja Matilainen
2024jez,20:51:37.341,+22:17:19.88,2024-06-02,SN Ia,0.11,2024-06-01 16:44:03,Katja Matilainen
2024jfe,20:23:58.238,+00:09:51.70,2024-06-02,SN Ia,0.044,2024-06-01 16:44:03,Katja Matilainen
2024jid,12:16:07.638,-03:17:49.48,2024-06-02,SN Ia,0.08,2024-06-01 16:44:03,Katja Matilainen
2024jsg,20:17:56.569,-10:05:13.45,2024-06-02,Galaxy,0.06,2024-06-01 16:44:03,Katja Matilainen
2024igi,13:57:23.822,-06:53:19.15,2024-06-02,Galaxy,0.0306,2024-06-01 16:44:03,Katja Matilainen
2024iyy,17:50:47.989,+06:02:29.57,2024-06-02,SN II,0.0203,2024-06-01 16:44:03,Katja Matilainen
2024jgk,14:17:59.565,+16:44:07.42,2024-06-02,SN,0.019,2024-06-01 16:44:03,Katja Matilainen
2024jvm,11:20:10.350,-03:03:04.51,2024-06-02,SN,0.0257,2024-06-01 16:44:03,Katja Matilainen
2024jxh,20:06:39.100,+04:55:41.07,2024-06-02,CV,0,2024-06-01 16:44:03,Katja Matilainen
2024jaw,15:01:44.444,-28:01:44.36,2024-06-02,SN Ia,0.04,2024-06-01 16:44:03,Katja Matilainen
2024jcf,21:10:56.250,-46:01:47.41,2024-06-02,SN IIb,0.04,2024-06-01 16:44:03,Katja Matilainen
2024jcz,20:32:33.254,-11:48:04.59,2024-06-02,SN II,0.06,2024-06-01 16:44:03,Katja Matilainen
2024jhm,11:25:44.000,+14:40:26.25,2024-06-02,SN Ia,0.04,2024-06-01 16:44:03,Katja Matilainen
2024jin,15:58:21.853,-13:09:00.98,2024-06-02,SN Ia,0.08,2024-06-01 16:44:03,Katja Matilainen
2024jxk,16:54:55.245,+03:10:50.76,2024-06-02,SN Ia,0.08,2024-06-01 16:44:03,Katja Matilainen
2024jyb,14:41:54.893,+16:29:01.74,2024-06-02,SN Ia,0.11,2024-06-01 16:44:03,Katja Matilainen
2024jyc,14:46:41.720,-00:50:53.62,2024-06-02,SN Ia,0.13,2024-06-01 16:44:03,Katja Matilainen
2024gep,14:28:35.521,-37:35:39.39,2024-06-02,SN Ia-pec,0.012,2024-06-01 16:44:03,Katja Matilainen
2024jgr,16:56:41.468,+46:18:24.45,2024-06-02,SN II,0.033,2024-06-01 17:45:14,M. A. Tucker (CCAPP/OSU) and A. Syncatto (UH Hilo) on behalf of the SCAT team
