TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023zjg,12:22:43.215,+24:49:15.24,2024-09-18,SN IIP,0.022543,2024-09-17 18:25:59,V. Karambelkar
2023xbb,20:33:06.425,-02:02:17.37,2024-09-18,SN II,0.019,2024-09-17 18:28:48,K. Das
2023zap,00:30:38.731,+12:40:54.05,2024-09-18,SN II,0.031,2024-09-17 18:30:00,K. Das
2023xvo,11:20:24.288,+28:17:55.32,2024-09-18,SN II,0.03285,2024-09-17 18:31:24,K. Das
2023wug,12:33:29.379,+26:44:23.58,2024-09-18,SN II,0.021902,2024-09-17 18:34:33,K. Das
2023wui,09:12:34.348,-07:19:30.31,2024-09-18,SN II,0.029,2024-09-17 18:51:06,K. Das
2023wuj,08:26:18.364,+02:55:28.69,2024-09-18,SN IIP,0.030991,2024-09-17 18:52:51,S. Rose
2023uxf,10:44:39.221,+26:10:48.39,2024-09-18,SN II,0.020854,2024-09-17 18:56:45,K. Das
2023vci,07:42:28.670,+11:14:50.42,2024-09-18,SN IIP,0.029254,2024-09-17 18:58:50,S. Rose
2023utx,06:19:18.816,+42:37:05.21,2024-09-18,SN Ic,0.0253410004,2024-09-17 19:00:21,K. Das
2023tro,07:42:45.503,+47:24:44.46,2024-09-18,SN II,0.03186,2024-09-17 19:01:45,S. Rose
2023ucx,03:59:54.897,+32:36:41.14,2024-09-18,SN II,0.017692,2024-09-17 19:02:48,K. Das
2023nbs,04:54:22.298,+04:03:29.36,2024-09-18,SN Ia,0.029,2024-09-17 19:03:44,K. Das
2023sqk,08:16:04.370,+58:04:15.64,2024-09-18,SN II,0.0246,2024-09-17 19:05:10,K. Das
2023tdf,16:57:16.820,+46:52:13.28,2024-09-18,SN Ic,0.024167,2024-09-17 19:06:14,S. Rose
2023rtq,04:51:46.611,+38:56:10.09,2024-09-18,SN II,0.013,2024-09-17 19:07:48,K. Das
2023cme,02:37:20.994,-15:25:20.67,2024-09-18,SN II,0.02424,2024-09-17 19:08:46,K. Das
2023exk,05:02:05.991,-08:14:36.01,2024-09-18,SN Ia,0.011932,2024-09-17 19:09:47,K. Das
2023qzh,04:58:06.284,+35:33:51.41,2024-09-18,SN II,0.0209480003,2024-09-17 19:10:42,K. Das
2023qwd,05:20:12.616,+05:55:16.70,2024-09-18,SN Ia,0.0288299993,2024-09-17 19:11:54,K. Das
2023qxy,19:12:47.175,+22:15:52.44,2024-09-18,SN Ib,0.030174,2024-09-17 19:13:51,K. Das
2023qon,04:52:20.407,+05:09:07.30,2024-09-18,SN Ia,0.0297,2024-09-17 19:15:02,K. Das
2023opj,04:21:07.864,+66:04:27.27,2024-09-18,SN II,0.0275,2024-09-17 20:22:53,K. Das
2023mez,02:04:44.503,+08:32:45.31,2024-09-18,SN II,0.0117,2024-09-17 20:26:28,K. Das
2023nca,16:39:26.363,+11:12:45.57,2024-09-18,SN IIP,0.0233,2024-09-17 20:31:48,K. Das
2023mrn,19:32:16.958,-06:04:20.97,2024-09-18,SN II,0.0321,2024-09-17 20:36:08,K. Das
2023mpj,14:34:24.786,+02:53:04.80,2024-09-18,SN II,0.0298,2024-09-17 20:37:00,K. Das
2023gcl,23:24:33.788,-19:03:24.17,2024-09-18,SN Ia,0.025287,2024-09-17 20:45:42,S. Rose
2023lcz,02:26:19.869,+46:15:06.06,2024-09-18,SN Ib,0.031041,2024-09-17 20:46:58,K. Das
2023kzz,17:17:06.309,-14:54:04.88,2024-09-18,SN II,0.028,2024-09-17 20:48:18,K. Das
2023kfm,17:06:48.058,-05:04:15.73,2024-09-18,SN II,0.02471037209034,2024-09-17 20:49:12,Y. Sharma
2023kne,17:25:19.084,+58:49:02.21,2024-09-18,SN II,0.0284850001,2024-09-17 20:50:13,K. Das
2023jid,22:40:43.226,+36:38:39.43,2024-09-18,SN II,0.027,2024-09-17 20:53:24,Y. Qin
2023dis,16:40:28.534,+39:13:54.93,2024-09-18,SN II,0.0298,2024-09-17 20:54:18,K. Das
2023fhk,22:30:12.984,+37:03:31.45,2024-09-18,SN Ib/c,0.0241999999,2024-09-17 20:56:15,K. Das
2023ewy,10:06:38.376,+60:32:41.40,2024-09-18,SN IIP,0.0251529999,2024-09-17 20:57:01,K. Das
2023cpx,16:31:36.910,+22:19:11.82,2024-09-18,SN Ib/c,0.014,2024-09-17 20:58:16,K. Das
2023dxl,13:29:28.388,+33:50:12.97,2024-09-18,SN IIP,0.024754,2024-09-17 20:59:17,K. Das
2023blw,07:28:09.442,+52:28:17.54,2024-09-18,SN II,0.0216579996,2024-09-17 21:00:21,K. Das
2023aov,23:59:15.930,+46:53:28.86,2024-09-18,SN Ic,0.0167,2024-09-17 21:02:54,J. Johansson
2022ackj,08:55:09.645,+57:21:04.41,2024-09-18,SN II,0.026,2024-09-17 21:04:31,V. Karambelkar
2022zzy,22:40:28.636,+16:00:41.16,2024-09-18,SN Ic,0.0252,2024-09-17 21:06:08,J. Sollerman
2022zsp,05:05:37.679,+32:31:08.66,2024-09-18,SN Ia-91bg-like,0.021652,2024-09-17 21:08:47,W. Meynardie
2022mgz,09:41:40.680,+16:57:07.27,2024-09-18,SN II,0.027,2024-09-17 21:11:42,J. Sollerman
2022qqx,23:53:15.628,+07:25:31.66,2024-09-18,SN II,0.01779,2024-09-17 21:12:26,Y. Sharma
2022weq,02:33:20.098,+33:29:20.75,2024-09-18,SN Ia,0.165,2024-09-17 21:16:23,K. Das
2022qcm,06:00:19.890,-16:10:06.78,2024-09-18,SN Ib/c,0.02,2024-09-17 21:20:31,K. Das
2022wbr,04:29:15.658,+40:14:46.86,2024-09-18,SN II,0.0198,2024-09-17 21:22:35,V. Karambelkar
2022tml,05:20:40.920,+08:48:46.19,2024-09-18,SN Ib/c,0.015634,2024-09-17 21:24:13,V. Karambelkar
2022tav,08:27:05.569,+21:38:34.30,2024-09-18,SN Ic,0.025149,2024-09-17 21:29:11,Y. Yao
2022sfh,02:36:54.295,+37:52:17.80,2024-09-18,SN IIb,0.032452,2024-09-17 21:30:39,V. Karambelkar
2022sgn,02:02:13.553,+68:21:10.28,2024-09-18,SN II,0.0119,2024-09-17 21:31:50,V. Karambelkar
2022mci,10:30:11.500,+43:21:45.94,2024-09-18,SN II,0.013856,2024-09-17 21:35:02,V. Karambelkar
2022lym,22:14:29.554,+05:01:35.36,2024-09-18,SN IIP,0.028066,2024-09-17 21:39:00,T. Sit
2022jzj,12:46:54.700,-11:38:04.74,2024-09-18,SN II,0.0083,2024-09-17 21:40:19,T. Sit
