TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024vda,04:43:39.644,-40:01:55.89,2024-09-18,SN Ia,0.103,2024-09-17 08:03:23,L. Asquini
2024vjb,04:27:39.844,-05:47:00.87,2024-09-18,SN Ia,0.04,2024-09-17 09:44:30,L. Asquini
2024uuv,18:02:36.720,-18:06:33.00,2024-09-18,Varstar,,2024-09-17 09:53:39,L. Asquini
2024uuj,19:10:06.220,+04:12:07.30,2024-09-18,M dwarf,,2024-09-17 10:15:29,L. Asquini
2024jrx,14:04:43.422,-09:42:52.65,2024-09-18,SN II,0.0286,2024-09-17 17:35:13,J. Sollerman
2024jky,14:41:39.805,+36:44:17.86,2024-09-18,SN II,0.03,2024-09-17 17:36:28,Y. Qin
2024fkm,13:53:08.564,+35:43:14.38,2024-09-18,SN IIb,0.04113,2024-09-17 17:41:55,S. Rose
2024fas,10:51:55.377,+37:35:23.83,2024-09-18,SN II,0.026033,2024-09-17 17:43:23,S. Rose
2024epy,09:46:46.546,+13:31:53.43,2024-09-18,SN II,0.024187,2024-09-17 17:51:26,S. Rose
2024eqw,07:01:01.642,+51:15:58.82,2024-09-18,SN II,0.020954,2024-09-17 17:53:33,S. Rose
2024cro,12:41:13.566,+20:40:12.00,2024-09-18,SN II,0.022001,2024-09-17 18:04:22,K. Das
2024bgb,09:42:42.079,+36:26:18.00,2024-09-18,SLSN-II,0.146721,2024-09-17 18:06:25,J. Sollerman
2024V,11:52:01.487,+57:41:37.27,2024-09-18,SN II,0.030779,2024-09-17 18:07:45,K. Das
2024alv,12:35:30.400,-02:19:24.81,2024-09-18,SN II,0.023917,2024-09-17 18:08:57,K. Das
2024ov,11:50:28.791,-18:34:42.83,2024-09-18,SN II,0.0228,2024-09-17 18:15:16,K. Das
2024no,14:07:57.982,+29:52:32.81,2024-09-18,SN IIb,0.027462,2024-09-17 18:18:58,K. Das
2023yqj,13:08:22.010,-12:40:54.77,2024-09-18,SN Ia,0.021,2024-09-17 18:20:18,K. Das
2023ynd,11:36:44.925,-27:32:52.34,2024-09-18,SN II,0.028,2024-09-17 18:21:38,K. Das
2023aaif,12:30:55.251,+03:29:29.53,2024-09-18,SN Ic,0.0174260009,2024-09-17 18:22:50,V. Karambelkar
