TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024ejr,SN Ia,Priscila Pessi,+27:54:08.41,07:03:57.646,0.04,2024-04-01,2024-03-31 09:31:41
