TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024edp,SLSN-I,Jacob Wise (LJMU),+12:04:50.48,13:50:32.956,0.142,2024-04-15,2024-04-14 19:44:12
