TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023vub,09:22:46.998,+19:42:18.65,2023-11-03,SN Ia,0.049654,2023-11-02 10:22:07,C. Fremling
2023wcw,11:14:40.434,+63:21:44.07,2023-11-03,SN Ia-91T-like,0.032834,2023-11-02 14:48:21,J. Sollerman
2023uqi,08:06:03.210,+19:48:25.45,2023-11-03,SN Ia,0.065657,2023-11-02 15:05:28,J. Sollerman
2023jpg,08:23:52.912,-05:07:58.34,2023-11-03,SN II,0.05,2023-11-02 15:25:07,J. Sollerman
2023utk,07:58:03.077,+27:00:06.56,2023-11-03,SN Ia,0.09,2023-11-02 15:28:34,J. Johansson
2023ulg,01:18:44.191,-23:31:42.59,2023-11-03,SN Ia,0.09,2023-11-02 15:29:56,J. Johansson
2023vcv,23:34:39.617,+46:39:27.20,2023-11-03,SN Ia,0.094,2023-11-02 15:32:13,J. Johansson
2023nly,02:04:31.698,+01:35:05.40,2023-11-03,SN II,0.08,2023-11-02 15:33:14,J. Sollerman
2023rpk,05:11:05.185,-07:15:09.49,2023-11-03,SN II,0.035,2023-11-02 15:34:43,J. Sollerman
2023vck,07:09:18.515,+20:38:01.77,2023-11-03,SN Ib,0.0175989997,2023-11-02 15:35:59,K. Das
2023uvr,15:57:48.564,+64:00:27.75,2023-11-03,SN Ib,0.0312450007,2023-11-02 15:37:00,J. Johansson
2023udb,04:25:05.785,-10:18:52.04,2023-11-03,SN II,0.0326590016,2023-11-02 15:38:26,K. Das
2023ruq,03:33:20.310,-15:30:08.57,2023-11-03,SN Ic,0.029237,2023-11-02 15:39:17,K. Das
2023ptr,17:08:21.890,+00:57:48.18,2023-11-03,SN Ia,0.0300769992,2023-11-02 15:40:49,K. Das
2023vtd,08:03:11.969,+01:45:40.14,2023-11-03,SN Ia,0.09,2023-11-02 15:45:52,J. Johansson
2023vsx,00:35:50.161,+19:24:55.85,2023-11-03,SN Ia,0.0581,2023-11-02 15:48:06,J. Johansson
2023vht,01:17:11.932,-18:40:18.22,2023-11-03,SN Ia,0.09,2023-11-02 15:48:50,C. Fremling
2023pfz,02:25:05.897,+22:13:22.43,2023-11-03,SN II,0.03376,2023-11-02 15:50:16,U. Fremling
