TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024svr,04:36:01.770,-29:16:39.54,2024-08-31,SN Ia,0.05397,2024-08-30 05:46:58,K. Auchettl (University of Melbourne/UCSC)
2024ttn,02:24:02.423,+35:29:08.21,2024-08-31,SN Ia,0.04106,2024-08-30 11:31:19,C. Fremling
2024tde,00:15:39.630,+34:46:15.10,2024-08-31,M dwarf,,2024-08-30 13:57:33,I. Albanese
2024spu,19:09:51.549,+42:21:57.74,2024-08-31,SN II,0.03,2024-08-30 17:57:40,J. Sollerman
2023zmy,06:57:00.412,+30:58:54.73,2024-08-31,SN IIn,0.056,2024-08-30 17:59:13,S. Rose
2024put,11:21:05.270,+25:34:32.38,2024-08-31,SN Ic,0.026019,2024-08-30 20:58:21,S. Covarrubias
2024nqs,16:22:30.475,+44:29:08.67,2024-08-31,SN Ia,0.10572,2024-08-30 20:59:23,J. Johansson
2024ezk,21:15:27.872,-07:29:51.55,2024-08-31,SN Ia,0.028,2024-08-30 21:08:25,Y. Qin
2024izq,09:24:57.230,+40:23:58.19,2024-08-31,SN II,0.0278040003,2024-08-30 21:09:22,Y. Qin
2024hwq,09:54:13.770,+00:38:24.65,2024-08-31,SN II,0.034,2024-08-30 21:11:01,K. Das
2024iad,11:59:56.172,+22:11:28.15,2024-08-31,SN II,0.022752,2024-08-30 21:12:04,K. Das
2024fdq,10:02:00.540,-08:09:45.64,2024-08-31,SN II,0.0152409999,2024-08-30 21:13:08,Y. Qin
2024hme,16:05:57.734,+27:11:21.20,2024-08-31,SN II,0.0308030006,2024-08-30 21:13:59,K. Das
2020dck,17:06:34.085,+03:09:14.97,2024-08-31,SN Ia,0.085,2024-08-30 21:16:43,Daniel Perley (LJMU)
2024gah,16:12:31.758,+11:23:07.84,2024-08-31,SN II,0.041003,2024-08-30 21:17:04,Y. Qin
2024faf,11:28:57.346,+73:02:12.12,2024-08-31,SN II,0.021198,2024-08-30 21:20:43,Y. Qin
2024crn,13:33:15.111,+05:45:58.37,2024-08-31,SN Ia,0.172,2024-08-30 21:27:58,Y. Qin
2024cgi,13:14:09.126,-05:35:43.48,2024-08-31,SN II,0.074,2024-08-30 21:30:15,K. Das
2023sok,08:54:17.400,+06:03:31.68,2024-08-31,SN Ia,0.028826,2024-08-30 22:10:10,K. Das
2023prr,07:13:51.730,+56:23:35.21,2024-08-31,SN Ia,0.051,2024-08-30 22:16:08,J. Johansson
2023rpu,09:23:47.490,+42:11:12.01,2024-08-31,SN II,0.0138290003,2024-08-30 22:33:19,K. Das
2023acue,15:02:42.409,+07:56:20.00,2024-08-31,SN Ia,0.079632,2024-08-30 22:41:56,S. Covarrubias
2023adp,14:54:36.876,+22:10:45.62,2024-08-31,SN Ia,0.063598,2024-08-30 23:28:04,S. Covarrubias
2023aci,09:48:44.514,+27:48:39.23,2024-08-31,SN Ia,0.109,2024-08-30 23:28:54,S. Covarrubias
2022aedy,11:10:55.766,+04:02:28.62,2024-08-31,SN Ia,0.056,2024-08-30 23:29:53,S. Covarrubias
2022acwt,20:49:22.852,+21:10:28.96,2024-08-31,SN II,0.02,2024-08-30 23:32:20,J. Sollerman
2022aehk,01:01:15.870,+44:02:32.24,2024-08-31,SN Ic,0.016,2024-08-30 23:34:24,J. Sollerman
2022xmk,02:08:14.533,+34:45:12.63,2024-08-31,SN II,0.03,2024-08-30 23:43:19,J. Sollerman
2022lev,23:53:43.780,-01:47:14.64,2024-08-31,SN II,0.065,2024-08-30 23:57:05,J. Sollerman
2022osh,17:59:01.995,+61:20:04.47,2024-08-31,SN Ia,0.049,2024-08-30 23:57:57,S. Covarrubias
