TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024cvb,SN Ia,Liping Li (Yunnan University); Qian Zhai,-02:41:21.83,10:12:48.039,0.038,2024-02-18,2024-02-17 04:17:40
