TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024eze,16:59:07.621,+42:52:28.46,2024-04-16,SN Ia,0.078,2024-04-15 19:27:51,Y. Qin
2024fcu,10:09:46.360,+10:32:27.82,2024-04-16,SN Ia,0.05181,2024-04-15 19:29:09,Y. Qin
2024ejy,14:01:31.540,-23:57:25.74,2024-04-16,SN Ia,0.0408,2024-04-15 19:30:22,Y. Qin
2024eqd,12:40:50.652,-03:27:38.31,2024-04-16,SN Ia,0.069788,2024-04-15 19:34:08,Y. Qin
2024duq,10:36:22.607,+00:04:39.83,2024-04-16,SN IIb,0.029,2024-04-15 19:36:33,Y. Qin
2024dhi,11:13:08.686,+05:04:28.22,2024-04-16,SN II,0.027054,2024-04-15 19:38:53,Y. Qin
2024cab,17:26:47.189,+38:03:01.47,2024-04-16,SN II,0.041,2024-04-15 19:40:42,Y. Qin
2022aerd,14:22:20.290,+29:42:54.58,2024-04-16,AGN,0.053297,2024-04-15 19:45:24,D. Perley
2024bko,08:25:02.393,+38:51:03.72,2024-04-16,SN Ib,0.0296749994,2024-04-15 19:48:50,Y. Qin
2024eif,12:18:23.614,+28:58:25.70,2024-04-16,SN Ia,0.074747,2024-04-15 19:54:43,Y. Qin
2024ftz,13:23:24.698,-03:14:19.30,2024-04-16,SN Ia,0.105,2024-04-15 20:01:07,J. Sollerman
2024etq,18:13:41.238,+10:56:03.97,2024-04-16,SN IIP,0.022,2024-04-15 20:37:55,S. Rose
2024gev,14:28:55.779,+51:01:25.92,2024-04-16,SN Ia,0.029481,2024-04-15 23:06:50,Claudio Balcon (Belluno A.O. ISSP)
