TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024prh,14:38:28.771,+14:20:01.89,2024-07-23,SN Ia,0.05,2024-07-22 06:03:59,C. Fremling
2024psn,12:50:37.435,+41:06:24.29,2024-07-23,Nova,0.001027,2024-07-22 10:07:50,A. Pastorello (INAF-OAPd)
2024psh,01:39:36.051,-07:39:17.15,2024-07-23,SN Ia,0.069,2024-07-22 11:50:54,C. Fremling
2024pcq,18:36:29.549,+60:29:02.51,2024-07-23,SN Ia,0.0785,2024-07-22 13:08:13,Jacob Wise (LJMU)
2024myl,17:59:17.342,+69:51:40.01,2024-07-23,SN IIn,0.0655,2024-07-22 19:03:51,J. Sollerman
2024mbc,19:20:13.985,+63:23:15.72,2024-07-23,SN Ia,0.04,2024-07-22 19:05:25,J. Sollerman
2024mzu,14:59:35.137,+49:19:42.24,2024-07-23,SN Ib,0.0267600007,2024-07-22 19:07:06,J. Sollerman
2024kme,01:54:23.500,+04:48:16.63,2024-07-23,SN Ia,0.0173419993,2024-07-22 19:08:47,S. Covarrubias
2024nbc,03:30:08.194,+35:55:19.46,2024-07-23,SN Ia,0.048113,2024-07-22 19:12:41,J. Sollerman
2024pcw,01:44:35.884,+37:41:51.93,2024-07-23,SN II,0.0188599993,2024-07-22 19:26:49,S. Covarrubias
2024nfq,00:56:47.139,-01:47:09.88,2024-07-23,SN II,0.04,2024-07-22 19:40:41,J. Sollerman
