TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024izg,10:48:25.700,+72:11:03.56,2024-06-03,SN Ia,0.04,2024-06-02 04:55:35,C. Fremling
2024jjy,17:20:25.378,+65:02:34.86,2024-06-03,SN Ia,0.1,2024-06-02 11:06:54,Dhvanil Desai (on behalf of the SCAT team)
2024jqy,14:22:14.020,+48:30:24.75,2024-06-03,SN Ia,0.07,2024-06-02 17:50:39,C. Fremling
2024etj,16:01:45.852,+15:02:46.75,2024-06-03,SN II,0.03,2024-06-02 19:45:38,T. Kravtsov
2024idf,10:13:36.733,-47:07:01.35,2024-06-03,SN IIn,0.057,2024-06-02 19:45:38,T. Kravtsov
2024jdw,19:54:19.836,-23:17:09.42,2024-06-03,Galaxy,0.002,2024-06-02 19:45:38,T. Kravtsov
2024jem,20:21:39.406,-65:24:30.47,2024-06-03,SN IIn,0.043,2024-06-02 19:45:38,T. Kravtsov
2024jld,17:32:44.077,+12:47:44.60,2024-06-03,SN Ia,0.08,2024-06-02 19:45:38,T. Kravtsov
2024jor,13:29:29.878,-23:39:35.21,2024-06-03,SN Ia,0.03,2024-06-02 19:45:38,T. Kravtsov
2024jry,13:06:38.979,+08:48:35.41,2024-06-03,SN,0.067,2024-06-02 19:45:38,T. Kravtsov
2024jup,11:28:52.956,-15:35:34.08,2024-06-03,SN Ia-91T-like,0.07,2024-06-02 19:45:38,T. Kravtsov
2024jvl,16:39:52.432,+04:57:03.09,2024-06-03,SN Ia,0.12,2024-06-02 19:45:38,T. Kravtsov
2024jvo,20:59:44.369,+29:34:36.06,2024-06-03,SN Ia,0.08,2024-06-02 19:45:38,T. Kravtsov
2024isl,18:37:15.955,+54:02:52.94,2024-06-03,SN Ia,0.0477,2024-06-02 23:52:01,Jacob Wise (LJMU)
