TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024mvi,00:30:12.076,+30:35:47.59,2024-06-28,SN Ia,0.054,2024-06-27 10:56:51,C. Fremling
2024muj,15:40:55.312,+25:54:32.35,2024-06-28,Galaxy,0.088,2024-06-27 13:09:25,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024lor,16:34:16.187,+52:56:28.86,2024-06-28,SN II,0.028,2024-06-27 14:19:19,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024lss,16:31:22.183,+22:42:08.73,2024-06-28,SN II,0.024,2024-06-27 14:24:23,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024lkg,00:14:06.227,-13:09:58.32,2024-06-28,SN Ia,0.03,2024-06-27 14:43:48,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024llc,01:33:42.456,+03:32:36.09,2024-06-28,SN II,0.012,2024-06-27 14:59:22,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024kut,13:27:32.215,+20:12:23.36,2024-06-28,SN Ia,0.095,2024-06-27 17:45:41,J. Johansson
2024jqz,13:49:28.337,+71:30:59.71,2024-06-28,SN II,0.0483,2024-06-27 17:50:02,J. Sollerman
2024kqi,15:21:49.331,+50:30:40.22,2024-06-28,SN II,0.035261,2024-06-27 18:11:14,J. Sollerman
2024kny,14:18:49.164,+10:50:14.02,2024-06-28,SN Ic,0.055931,2024-06-27 21:02:57,K. Taggart
