TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024qgw,20:21:51.888,-14:34:48.47,2024-08-03,SN Ia,0.13,2024-08-02 02:10:31,M. E. Huber (IfA
2024qiu,20:50:03.062,+06:39:29.31,2024-08-03,SN Ia,0.16,2024-08-02 02:12:47,M. E. Huber (IfA
2024qod,23:42:42.193,-10:05:56.76,2024-08-03,SN Ia,0.17,2024-08-02 02:21:47,M. E. Huber (IfA
2024pnp,13:22:49.844,+60:42:57.79,2024-08-03,SN Ia,0.09,2024-08-02 05:28:14,C. Fremling
2024pqd,16:16:25.849,+51:05:19.94,2024-08-03,SN Ia,0.07,2024-08-02 07:52:28,J. Sollerman
2024pqf,22:34:41.132,+01:58:54.12,2024-08-03,SN Ia,0.06053,2024-08-02 08:57:05,C. Fremling
2024qsn,00:41:00.501,+21:20:32.02,2024-08-03,SN Ia,0.065,2024-08-02 09:43:47,C. Fremling
2024qcc,13:24:47.594,+08:17:43.90,2024-08-03,SN Ia,0.052,2024-08-02 10:36:45,Dhvanil Desai (on behalf of the SCAT team)
2024qav,19:43:12.329,-21:59:45.62,2024-08-03,SN Ia,0.05,2024-08-02 16:58:39,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024pwk,23:05:27.824,+26:38:11.61,2024-08-03,SN Ic,0.024,2024-08-02 17:16:46,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024prs,23:53:41.644,-23:23:18.64,2024-08-03,SN Ia,0.05,2024-08-02 17:23:07,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024ixe,22:34:35.501,+05:49:11.18,2024-08-03,SN IIb,0.027609,2024-08-02 17:26:53,Y. Qin
2024pul,18:04:35.430,+54:17:49.71,2024-08-03,SN Ic,0.0293,2024-08-02 17:29:32,Y. Qin
2024qha,19:16:28.031,+43:55:32.20,2024-08-03,SN Ia,0.05,2024-08-02 17:39:22,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024qjh,01:58:34.410,-01:48:39.56,2024-08-03,SN Ia,0.046,2024-08-02 17:48:15,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024pxk,02:39:46.540,-13:01:21.67,2024-08-03,SN Ic-BL,0.03,2024-08-02 18:04:09,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024noy,14:12:30.265,+34:32:55.82,2024-08-03,SN II,0.032,2024-08-02 19:36:42,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024qgl,21:36:09.152,-15:10:15.24,2024-08-03,SN II,0.049,2024-08-02 20:18:45,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024qar,04:31:47.919,+01:40:30.19,2024-08-03,SN Ia,0.04,2024-08-02 20:50:55,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team 
