TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024nxs,SN Ia,C. Fremling,+22:37:07.63,22:02:50.638,0.087,2024-07-19,2024-07-18 10:10:26
