TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024qxg,21:44:28.309,+01:33:52.80,2024-09-04,SLSN-I,0.45,2024-09-03 08:49:03,Sebastian Gomez (Harvard CfA)
2024rny,22:57:28.808,+39:25:44.37,2024-09-04,TDE,0.1055,2024-09-03 13:00:23,Sebastian Gomez (Harvard CfA)
2021yfj,01:37:46.171,-01:15:17.78,2024-09-04,SN Ien,0.13865,2024-09-03 14:14:37,Avishay Gal-Yam (WIS)
2024tyh,05:54:07.965,+41:41:31.86,2024-09-04,SN Ia,0.0558,2024-09-03 18:11:21,S. Covarrubias
2024syh,17:55:16.164,+58:54:38.46,2024-09-04,SN Ia,0.08,2024-09-03 18:18:37,J. Sollerman
2024qmx,06:27:41.542,+52:43:40.30,2024-09-04,SN II,0.035,2024-09-03 18:22:57,J. Sollerman
2024tte,23:32:31.094,-00:28:59.33,2024-09-04,SN Ia,0.1,2024-09-03 18:43:24,J. Johansson
2024sss,02:55:56.674,-10:34:49.09,2024-09-04,SN Ia,0.05,2024-09-03 18:52:33,J. Sollerman
2024str,05:14:53.031,+05:24:54.69,2024-09-04,SN II,0.0243,2024-09-03 18:58:52,S. Rose
2024gvy,21:19:22.500,-17:48:14.07,2024-09-04,SN II,0.035,2024-09-03 20:07:49,J. Sollerman
2022vrt,05:18:43.183,+73:44:45.63,2024-09-04,SN Ia,0.086,2024-09-03 20:11:47,J. Johansson
2022nne,23:31:31.508,-11:05:40.82,2024-09-04,SN Ia,0.066,2024-09-03 20:13:13,S. Covarrubias
2022kdr,18:01:24.099,+73:51:44.95,2024-09-04,SN II,0.04,2024-09-03 20:14:18,J. Sollerman
2022jyg,00:14:27.986,+30:19:04.84,2024-09-04,SN Ia,0.065,2024-09-03 20:15:47,J. Johansson
2022jdt,13:54:15.019,+54:17:21.80,2024-09-04,SN Ia,0.107876,2024-09-03 20:18:05,J. Johansson
2022ivr,18:28:40.822,+20:28:48.87,2024-09-04,SLSN-I,0.3078,2024-09-03 20:21:56,J. Sollerman
2020hcg,09:31:32.341,+08:16:35.34,2024-09-04,SN II,0.034,2024-09-03 20:28:34,Daniel Perley (LJMU)
2020lrq,00:31:50.415,-00:59:33.02,2024-09-04,SN Ib/c,0.0196,2024-09-03 20:39:07,Daniel Perley (LJMU)
2021afuf,07:58:22.782,+24:23:30.05,2024-09-04,SN Ia,0.109611,2024-09-03 20:49:11,J. Johansson
2021afjy,23:41:15.055,-06:38:05.14,2024-09-04,SN Ia,0.088481,2024-09-03 20:49:51,C. Fremling
2021aexx,01:18:20.087,+07:23:59.89,2024-09-04,SN II,0.037,2024-09-03 20:50:22,J. Sollerman
2018lzr,11:59:04.348,+26:17:00.67,2024-09-04,SN Ia,0.0467,2024-09-03 20:55:17,D. Perley
2023rkw,23:19:17.384,+37:47:18.09,2024-09-04,SN Ia,0.1127,2024-09-03 21:28:14,Y. Qin
2021zam,09:50:14.643,+45:57:22.36,2024-09-04,SN II,0.024921,2024-09-03 21:32:38,J. Sollerman
2021uhh,03:10:56.504,+38:12:45.30,2024-09-04,SN Ia-SC,0.076,2024-09-03 22:38:22,J. Johansson
2021mnf,23:12:51.790,+12:04:53.23,2024-09-04,SN Ib/c,0.0392,2024-09-03 22:49:19,J. Johansson
2021oft,12:02:52.094,+52:22:52.41,2024-09-04,SN Ib-pec,0.063,2024-09-03 22:50:04,A. Tzanidakis
2021mwc,12:22:22.285,+10:47:35.02,2024-09-04,SN Ia,0.094,2024-09-03 23:00:17,J. Johansson
2024ssi,00:39:40.171,+26:11:49.48,2024-09-04,SN Ia,0.05,2024-09-03 23:15:46,Claudio Balcon (Belluno A.O. ISSP)
2024fdl,14:13:12.687,-06:29:28.63,2024-09-04,SN II,0.04,2024-09-03 23:57:18,J. Sollerman
2024eno,13:52:11.892,+33:27:58.56,2024-09-04,SN Ia,0.07,2024-09-03 23:57:50,J. Johansson
