TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024dlk,SN Ia,Qian Zhai,+36:46:34.40,03:05:46.650,0.016575,2024-03-03,2024-03-02 14:19:27
