TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024srk,19:24:15.179,-07:14:49.27,2024-09-19,SN Ia,0.06,2024-09-18 02:22:28,C. Fremling
2024uab,20:59:13.610,-05:50:18.68,2024-09-19,SN Ia,0.075,2024-09-18 02:25:20,C. Fremling
2024unk,20:48:56.944,-63:22:35.13,2024-09-19,SN Ia,0.112,2024-09-18 09:03:24,L. Asquini
2024vga,05:14:00.566,-43:08:47.96,2024-09-19,SN Ia,0.082,2024-09-18 13:19:47,L. Asquini
2024vgm,18:57:12.596,-08:07:16.55,2024-09-19,Varstar,,2024-09-18 13:25:54,L. Asquini
2023vge,08:56:56.221,+52:04:45.10,2024-09-19,SN Ia-SC,0.273,2024-09-18 22:05:25,J. Johansson
2024irz,14:42:10.968,+12:56:33.31,2024-09-19,SN II,0.0281569995,2024-09-18 22:07:05,K. Das
2024esi,15:47:20.890,+10:46:57.42,2024-09-19,SN II,0.0338,2024-09-18 22:07:53,S. Covarrubias
2024daa,14:25:57.210,-02:23:32.21,2024-09-19,SN II,0.03121,2024-09-18 22:08:37,Y. Qin
2023mmy,11:52:02.859,+38:01:22.93,2024-09-19,SN II,0.035,2024-09-18 22:09:38,J. Sollerman
2022kpm,12:07:10.741,+13:14:57.54,2024-09-19,SN II,0.0211,2024-09-18 22:10:51,T. Sit
2022kgn,13:36:30.033,+65:20:34.24,2024-09-19,SN Ib,0.02806,2024-09-18 22:13:06,C. Fremling
2022joe,14:29:20.647,-22:56:09.55,2024-09-19,SN II,0.025858,2024-09-18 22:14:28,T. Sit
2022iob,19:10:37.082,+37:39:18.70,2024-09-19,SN II,0.028,2024-09-18 22:17:09,T. Sit
2022giv,12:23:14.914,+51:11:28.34,2024-09-19,SN II,0.03118,2024-09-18 22:19:41,T. Sit
2022fsy,11:23:33.215,+39:47:14.68,2024-09-19,SN II,0.0217,2024-09-18 22:21:04,T. Sit
2022kn,11:03:58.442,+29:36:08.20,2024-09-19,SN II,0.02899,2024-09-18 22:22:41,Y. Sharma
2022cvs,13:39:30.000,+39:03:17.69,2024-09-19,SN II,0.027,2024-09-18 22:23:41,T. Sit
2022dpo,17:04:42.985,+34:33:21.99,2024-09-19,SN IIP,0.0328669995,2024-09-18 22:24:46,T. Sit
2022cru,08:23:26.317,-04:55:06.49,2024-09-19,SN IIP,0.0229090005,2024-09-18 22:26:56,Y. Sharma
2022csd,10:21:31.943,+08:24:19.91,2024-09-19,SN II,0.0326679982,2024-09-18 22:28:33,T. Sit
2022cjw,15:48:04.027,+41:22:27.94,2024-09-19,SN Ia,0.0325220004,2024-09-18 22:31:13,T. Sit
2022rd,14:41:40.075,+36:44:13.88,2024-09-19,SN II,0.030334,2024-09-18 22:32:19,J. Sollerman
2021aghq,11:38:54.078,+44:19:37.97,2024-09-19,SN II,0.032,2024-09-18 22:33:29,T. Sit
2021acpw,12:14:07.826,+51:13:47.58,2024-09-19,SN IIP,0.0271,2024-09-18 22:40:32,T. Sit
2021adnr,08:57:54.945,+20:07:12.20,2024-09-19,SN II,0.030739,2024-09-18 22:47:12,T. Sit
2021aeay,04:23:42.465,-11:51:35.48,2024-09-19,SN Ib,0.0304,2024-09-18 22:48:29,T. Sit
2021addc,03:53:38.468,+37:15:47.32,2024-09-19,SN IIP,0.0186,2024-09-18 22:52:18,T. Sit
2021zzi,01:34:39.167,+55:25:12.44,2024-09-19,SN II,0.025494,2024-09-18 22:54:28,J. Johansson
2021zqx,23:43:05.765,+18:39:23.67,2024-09-19,SN Ic,0.032,2024-09-18 22:57:18,Y. Yao
2021zap,02:01:20.649,+55:15:19.58,2024-09-19,SN Ib,0.028006,2024-09-18 22:59:51,T. Sit
2021ywg,02:58:44.423,+17:15:47.96,2024-09-19,SN II,0.020087,2024-09-18 23:01:52,Y. Yao
2021yez,21:19:40.202,+37:31:38.62,2024-09-19,SN IIP,0.026001,2024-09-18 23:04:31,T. Sit
2021jth,04:52:18.931,-03:06:25.98,2024-09-19,SN Ia,0.0146,2024-09-18 23:05:18,T. Sit
2021vyd,03:20:09.249,+63:39:46.78,2024-09-19,SN Ib,0.0108,2024-09-18 23:07:01,Y. Sharma
2021rfo,02:57:43.600,+06:34:20.03,2024-09-19,SN Ia,0.0249,2024-09-18 23:10:44,Y. Yao
2021uim,14:21:59.674,+28:52:10.69,2024-09-19,SN Ib,0.0295,2024-09-18 23:11:43,A. Tzanidakis
2021pnh,15:50:50.636,+22:14:16.25,2024-09-19,SN IIP,0.031432,2024-09-18 23:56:13,T. Sit
