TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024epx,SN Ia,M. E. Huber (IfA,-01:55:13.18,08:56:59.574,0.01,2024-03-24,2024-03-23 10:28:15
