TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024uea,01:43:52.437,+28:31:23.55,2024-09-26,SLSN-II,0.145,2024-09-24 14:00:29,J.H. Terwel (TCD)
2024vfa,00:14:08.354,+12:11:21.52,2024-09-26,SN Ia,0.09,2024-09-25 09:41:40,J.H. Terwel (TCD)
2024rzl,01:50:12.081,+07:38:49.43,2024-09-26,SN Ia-pec,0.06,2024-09-25 09:43:55,J.H. Terwel (TCD)
2024wak,05:01:59.500,-13:58:20.99,2024-09-26,SN Ia,0.02,2024-09-25 11:58:35,J. Sollerman
2024vyd,00:34:22.883,+10:21:07.12,2024-09-26,SN Ia,0.04,2024-09-25 12:24:10,J.H. Terwel
2024vyi,00:09:11.762,-00:36:50.64,2024-09-26,SN Ia,0.072,2024-09-25 18:05:58,S. Rose
2024vwp,17:14:56.008,+08:33:40.72,2024-09-26,SN II,0.034,2024-09-25 18:07:21,S. Rose
2024vty,20:32:44.995,+22:15:45.44,2024-09-26,SN Ia,0.0765,2024-09-25 18:10:00,S. Rose
2024vjf,15:58:49.118,+14:58:17.33,2024-09-26,SN II,0.035413,2024-09-25 18:19:27,J. Sollerman
2024vgd,17:07:56.796,+18:12:54.72,2024-09-26,SN IIn,0.067,2024-09-25 18:24:54,J. Sollerman
2024jrl,10:39:34.550,-00:15:07.20,2024-09-26,SN II,0.0188,2024-09-25 18:30:37,S. Rose
