TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024nny,19:10:00.784,+66:58:09.63,2024-07-07,SN Ia,0.1,2024-07-06 00:01:47,M. E. Huber (IfA
2024lsi,00:27:21.697,-01:32:04.25,2024-07-07,SN II,0.084,2024-07-06 00:07:01,M. E. Huber (IfA
2024nez,20:36:35.527,+11:29:02.96,2024-07-07,SN II,0.014,2024-07-06 00:30:10,Atlas Syncatto(IfA
2024neg,15:07:07.620,-13:06:34.14,2024-07-07,SN II,0.022,2024-07-06 01:16:13,Atlas Syncatto(IfA
2024moo,00:38:54.428,+32:22:42.38,2024-07-07,SN Ia,0.073,2024-07-06 11:40:47,C. Fremling
2024npp,13:43:44.812,+03:53:20.71,2024-07-07,SN II,0.0234,2024-07-06 16:19:27,M. Gonzalez-Banuelos
2024npr,00:06:29.946,-04:00:19.70,2024-07-07,SN Ia,0.09,2024-07-06 16:19:27,M. Gonzalez-Banuelos
2024nrj,14:39:35.409,-79:42:18.22,2024-07-07,SN Ia,0.074,2024-07-06 16:19:27,M. Gonzalez-Banuelos
2024nsa,19:32:33.321,-05:24:03.20,2024-07-07,CV,0,2024-07-06 16:19:27,M. Gonzalez-Banuelos
2024nsk,15:04:52.753,+20:05:53.36,2024-07-07,SN Ia,0.0729,2024-07-06 16:19:27,M. Gonzalez-Banuelos
