TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024gxt,14:03:07.158,+29:34:48.52,2024-05-03,SN Ia,0.064065,2024-05-02 05:02:40,C. Fremling
2024fqh,16:06:21.596,+17:45:11.96,2024-05-03,SN Ia,0.04,2024-05-02 05:24:42,Anais Möller
2024gvb,16:52:31.606,+80:01:37.62,2024-05-03,SN Ia,0.062,2024-05-02 09:22:28,C. Fremling
2024gpo,17:44:03.412,+33:05:39.32,2024-05-03,SN Ia,0.076,2024-05-02 10:23:35,C. Fremling
2024gyp,19:25:32.728,+31:45:53.93,2024-05-03,SN Ia,0.063,2024-05-02 11:41:45,C. Fremling
2024fej,13:00:13.090,+28:05:27.36,2024-05-03,SN Ia,0.031,2024-05-02 14:29:16,C. Angus (QUB) on behalf of SCAT
2024hbc,16:00:37.974,+36:29:14.94,2024-05-03,SN Ia,0.093,2024-05-02 14:45:46,C. Angus (QUB) on behalf of SCAT
2024hnm,15:19:10.319,+40:30:56.37,2024-05-03,SN Ia,0.09,2024-05-02 14:59:30,C. Angus (QUB) on behalf of SCAT
2024gmg,12:07:12.803,+56:42:58.06,2024-05-03,SN Ia,0.0872,2024-05-02 18:33:57,S. Rose
2024gmo,09:46:47.440,+72:27:03.56,2024-05-03,SN Ia,0.0668,2024-05-02 18:35:36,S. Rose
2024etu,12:09:47.719,+59:27:22.94,2024-05-03,SN II,0.043443,2024-05-02 18:37:10,K. Das
2018mni,11:01:50.603,+44:26:57.24,2024-05-03,SN Ia,0.03751638,2024-05-02 18:45:00,S. Rose
