TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024soh,22:16:20.841,-31:46:42.04,2024-08-29,SN Ia,0.02,2024-08-28 00:18:40,K. Auchettl (University of Melbourne/UCSC)
2024srj,18:36:15.728,+31:03:32.17,2024-08-29,Nova,,2024-08-28 02:43:55,Liping Li
2024smr,15:28:42.712,+02:11:41.55,2024-08-29,SN Ia,0.053321,2024-08-28 04:24:03,C. Fremling
2024ssx,23:55:38.525,+11:17:47.04,2024-08-29,SN Ia,0.079,2024-08-28 09:26:59,C. Fremling
2018kwt,03:03:17.400,+18:31:55.13,2024-08-29,SN Ia,0.0735,2024-08-28 09:44:28,Daniel Perley (LJMU)
2019dwf,14:44:31.591,+70:27:21.53,2024-08-29,SN IIb,0.051,2024-08-28 09:50:17,Daniel Perley (LJMU)
2019hqj,20:40:04.912,+06:42:35.15,2024-08-29,SN II,0.05,2024-08-28 09:58:18,Daniel Perley (LJMU)
2024sir,00:58:24.893,+17:26:41.87,2024-08-29,SN Ia,0.086,2024-08-28 10:52:14,C. Fremling
2024szh,07:36:28.502,+17:16:44.32,2024-08-29,SN Ia,0.0429,2024-08-28 12:51:06,J. Sollerman
2024sbx,20:10:53.873,-27:27:33.00,2024-08-29,SN II,0.068,2024-08-28 13:57:23,Y. Dgany
2024sdv,18:12:32.238,-49:29:16.61,2024-08-29,SN Ia,0.03,2024-08-28 13:57:23,Y. Dgany
2024sry,19:50:02.640,-15:15:04.99,2024-08-29,SN Ia,0.1,2024-08-28 13:57:23,Y. Dgany
2024sui,20:08:10.557,-43:09:54.02,2024-08-29,SN Ia,0.08,2024-08-28 13:57:23,Y. Dgany
2024shk,21:44:56.120,+79:52:29.96,2024-08-29,SN Ia,0.055,2024-08-28 17:58:57,S. Rose
2024rqt,15:56:04.456,+28:54:01.80,2024-08-29,SN Ia,0.0544,2024-08-28 18:04:06,S. Rose
2024rjt,17:14:32.224,+57:19:35.68,2024-08-29,SN Ia-SC,0.115,2024-08-28 18:09:25,J. Johansson
2024sst,23:05:56.430,+16:28:22.05,2024-08-29,SN Ia,0.076,2024-08-28 18:22:24,K. Taggart
2019sfj,09:41:10.221,+24:01:22.64,2024-08-29,SN Ia,0.06991,2024-08-28 20:15:27,Daniel Perley (LJMU)
2024ssv,00:46:59.125,+40:33:42.43,2024-08-29,Nova,0,2024-08-28 22:10:23,Claudio Balcon (Belluno A.O. ISSP)
2024lni,12:41:48.627,+63:01:06.23,2024-08-29,SN Ia,0.115,2024-08-28 22:55:00,J. Johansson
2024amc,12:24:47.949,-00:59:23.35,2024-08-29,SN II,0.03,2024-08-28 23:17:57,J. Sollerman
2024ks,03:51:58.300,+27:20:35.77,2024-08-29,SN II,0.02,2024-08-28 23:23:31,J. Sollerman
2024lj,07:03:35.569,+33:05:52.21,2024-08-29,SN Ia,0.1,2024-08-28 23:31:03,J. Johansson
