TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024jvn,14:49:58.305,+00:33:25.31,2024-06-04,SN Ia,0.039834,2024-06-03 01:29:31,M. E. Huber (IfA
2024kby,15:58:49.024,-21:53:12.18,2024-06-04,CV,0,2024-06-03 01:54:07,M. E. Huber (IfA
2024jfy,12:48:34.793,+10:52:33.10,2024-06-04,SN Ia,0.042,2024-06-03 07:51:56,C. Fremling
2024hvt,22:07:01.929,-01:57:25.16,2024-06-04,Galaxy,0.096,2024-06-03 20:18:08,Katja Matilainen
2024jxi,19:21:06.014,-22:42:40.29,2024-06-04,AGN,0.074,2024-06-03 20:18:08,Katja Matilainen
2024jyj,20:36:34.869,-18:22:35.83,2024-06-04,Galaxy,0.072,2024-06-03 20:18:08,Katja Matilainen
2024jef,20:33:06.392,+04:44:57.13,2024-06-04,SN Ia,0.066,2024-06-03 20:18:08,Katja Matilainen
2024jic,14:34:05.981,-21:56:11.11,2024-06-04,SN Ia-91T-like,0.09,2024-06-03 20:18:08,Katja Matilainen
2024jiw,21:42:58.429,+19:20:54.56,2024-06-04,SN Ia-91T-like,0.07,2024-06-03 20:18:08,Katja Matilainen
2024jke,14:39:09.997,-34:57:48.79,2024-06-04,SN Ia,0.07,2024-06-03 20:18:08,Katja Matilainen
2024jkh,11:24:00.286,+16:31:47.29,2024-06-04,SN Ia,0.07,2024-06-03 20:18:08,Katja Matilainen
2024jzl,21:05:06.151,-32:43:24.49,2024-06-04,SN Ia,0.08,2024-06-03 20:18:08,Katja Matilainen
2024jzm,21:57:26.163,-18:18:43.45,2024-06-04,SN Ia,0.07,2024-06-03 20:18:08,Katja Matilainen
2024kax,14:27:22.519,+22:38:09.22,2024-06-04,SN Ia,0.079,2024-06-03 20:18:08,Katja Matilainen
2024kbd,14:40:50.828,+02:00:21.96,2024-06-04,SN Ia,0.11,2024-06-03 20:18:08,Katja Matilainen
2024kbp,13:54:52.260,-19:40:20.83,2024-06-04,SN Ia,0.033,2024-06-03 20:18:08,Katja Matilainen
2024kbv,20:20:59.034,-58:40:16.51,2024-06-04,SN Ia,0.056,2024-06-03 20:18:08,Katja Matilainen
2024kbw,21:21:17.082,-42:43:36.25,2024-06-04,SN Ia,0.06,2024-06-03 20:18:08,Katja Matilainen
2024ind,22:55:42.459,-03:11:57.81,2024-06-04,SN Ia,0.05,2024-06-03 23:19:04,J. Sollerman
2024jbb,13:38:03.319,+03:10:26.41,2024-06-04,SN Ia,0.078388,2024-06-03 23:23:28,J. Sollerman
2024gvd,16:24:57.458,+53:32:33.85,2024-06-04,SN II,0.067,2024-06-03 23:31:41,Y. Qin
2024cjt,12:01:13.465,+43:34:18.03,2024-06-04,SN Ia,0.07391,2024-06-04 00:04:26,Y. Qin
