TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023aann,10:28:43.004,-04:21:53.34,2024-01-14,SN Ia,0.07,2024-01-13 00:24:50,J.H. Terwel (TCD)
2024pi,07:52:42.613,+14:50:21.41,2024-01-14,SN Ia,0.0475,2024-01-13 09:53:16,C. Fremling
2024ws,08:28:46.681,+73:45:08.52,2024-01-14,SN II,0.012,2024-01-13 11:03:17,Claudio Balcon (Belluno A.O. ISSP)
2023acjq,01:16:45.418,-52:26:02.94,2024-01-14,SN II,0.031,2024-01-13 16:23:51,Konrad Grzesiak
2023zon,10:09:18.110,+18:32:04.49,2024-01-14,SN II,0.04,2024-01-13 16:23:51,Konrad Grzesiak
2024hg,09:21:47.910,-03:53:33.58,2024-01-14,SN Ia,0.06,2024-01-13 16:23:51,Konrad Grzesiak
2024hl,05:54:44.270,-35:19:13.48,2024-01-14,SN Ia,0.041,2024-01-13 17:51:39,Simon de Wet
2024ee,12:29:11.501,-40:41:30.91,2024-01-14,SN IIP,0.014,2024-01-13 18:31:24,Simon de Wet
2024R,06:18:39.926,+48:53:48.61,2024-01-14,SN Ia,0.046,2024-01-13 18:58:01,C. Fremling
2023aalo,11:48:31.320,+11:05:39.05,2024-01-14,SN Ia,0.034363,2024-01-13 19:09:56,C. Fremling
