TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2021aie,03:42:08.521,-11:56:25.59,2024-09-21,SN II,0.031,2024-09-20 17:17:06,A. Tzanidakis
2021gch,10:27:25.276,+20:27:15.92,2024-09-21,SLSN-I,0.508,2024-09-20 17:19:02,R. Lunnan
2021gdj,13:55:38.339,+59:25:53.03,2024-09-21,SN Ia-pec,0.148,2024-09-20 17:23:29,A. Tzanidakis
2021huy,16:59:44.940,+42:33:18.25,2024-09-21,SN Ia,0.142,2024-09-20 17:24:37,Y. Sharma
2020adgl,10:38:28.524,+05:40:00.07,2024-09-21,SN IIP,0.0275599994,2024-09-20 17:26:01,Y. Sharma
2020adbd,10:23:12.248,+18:21:37.30,2024-09-21,SN IIP,0.037836,2024-09-20 17:27:36,Y. Yao
2020acnl,15:39:33.566,+20:35:00.25,2024-09-21,SN IIb,0.03745,2024-09-20 17:42:53,Y. Yao
2020vdp,08:23:58.076,+04:12:53.56,2024-09-21,SN Ic,0.0297,2024-09-20 17:49:42,Y. Yao
2020abub,23:51:53.279,-13:16:26.52,2024-09-21,SN Ia,0.09,2024-09-20 17:51:33,A. Tzanidakis
2020achd,10:44:02.008,+58:11:49.87,2024-09-21,SN IIP,0.04655,2024-09-20 17:55:37,Y. Yao
2020accx,00:46:06.139,-07:19:43.22,2024-09-21,SN Ia,0.16,2024-09-20 17:57:06,A. Tzanidakis
2020acgo,11:33:06.544,+70:48:03.90,2024-09-21,SN Ia-pec,0.04106,2024-09-20 17:58:23,A. Tzanidakis
2020zkr,09:57:11.577,+36:32:27.80,2024-09-21,SN IIP,0.0416,2024-09-20 17:59:44,Y. Yao
2020acbe,09:22:39.097,+11:38:35.93,2024-09-21,SN Ic,0.03819,2024-09-20 18:00:46,Y. Sharma
2020abwl,03:40:46.465,-01:23:16.87,2024-09-21,SN Iax[02cx-like],0.033,2024-09-20 18:06:44,Y. Sharma
2020abai,11:19:35.032,+53:35:26.27,2024-09-21,SN Ia,0.105975,2024-09-20 18:29:46,J. Johansson
2019ttg,11:24:56.301,-03:48:40.79,2024-09-21,SN II,0.0226460006,2024-09-20 18:32:20,A. Tzanidakis
2020aajh,08:15:34.170,-20:52:50.81,2024-09-21,SN II,0.0144,2024-09-20 18:35:07,Y. Sharma
2020aagr,10:57:19.950,+44:01:12.72,2024-09-21,SN IIP,0.0342699997,2024-09-20 18:36:12,Y. Sharma
2020aagi,03:29:10.316,-22:01:16.35,2024-09-21,SN IIn,0.03489,2024-09-20 18:42:14,A. Tzanidakis
2021nwf,12:59:05.848,-17:32:05.12,2024-09-21,SN Ic,0.0436629988,2024-09-20 18:52:13,Y. Yao
