TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024cjt,SN Ia,Y. Qin,+43:34:18.03,12:01:13.465,0.07391,2024-06-05,2024-06-04 00:04:26
