TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024nqt,15:59:08.471,+48:29:50.93,2024-07-12,SN Ia,0.081225,2024-07-11 02:03:34,J. Johansson
2024luu,00:28:51.032,+13:26:26.27,2024-07-12,SLSN-I,0.1051,2024-07-11 06:39:21,Jacob Wise (LJMU)
2024jbi,01:01:27.800,+22:49:07.90,2024-07-12,SN II,0.0666,2024-07-11 06:51:36,Jacob Wise (LJMU)
2024pbe,02:52:50.466,-01:17:09.23,2024-07-12,SN Ia,0.02,2024-07-11 11:42:47,C. Lidman (ANU)
2024pba,01:41:13.806,+49:03:48.11,2024-07-12,SN II,0.01,2024-07-11 11:49:49,J. Sollerman
2024nwu,01:09:24.687,-66:15:38.93,2024-07-12,SN Ia,0.02408,2024-07-11 11:52:05,C. Lidman (ANU)
2024nwx,22:04:02.906,-56:00:28.62,2024-07-12,SN Ia,0.04435,2024-07-11 11:56:30,C. Lidman (ANU)
2024nug,19:51:52.006,-30:34:44.81,2024-07-12,SN Ia,0.03,2024-07-11 12:00:01,C. Lidman (ANU)
2024nsp,01:14:04.855,-01:44:35.65,2024-07-12,SN II,0.016348,2024-07-11 13:06:48,J. Sollerman
2024pbd,15:11:13.082,+46:08:52.25,2024-07-12,SN Ia-91bg-like,0.018326,2024-07-11 15:32:37,J. Sollerman
2024kzu,21:30:45.293,+04:48:53.01,2024-07-12,SN Ia,0.1,2024-07-11 17:32:32,J. Duarte
2024lrp,23:31:27.813,-08:26:06.48,2024-07-12,SN Ia,0.08,2024-07-11 17:32:32,J. Duarte
2024ltj,21:44:13.922,-11:26:11.84,2024-07-12,SN Ia,0.09,2024-07-11 17:32:32,J. Duarte
2024nwq,00:16:10.130,-53:16:53.69,2024-07-12,SN Ia,0.09,2024-07-11 17:32:32,J. Duarte
2024oqd,01:19:02.050,-17:03:27.22,2024-07-12,SN II,0.02,2024-07-11 17:32:32,J. Duarte
2024ozr,21:06:19.635,+02:10:09.21,2024-07-12,SN II,0.062,2024-07-11 17:32:32,J. Duarte
2024pcg,00:43:00.894,+01:33:27.36,2024-07-12,SN Ia,0.07,2024-07-11 17:32:32,J. Duarte
2024pcx,14:50:22.423,-02:27:28.93,2024-07-12,SN Ia,0.07,2024-07-11 17:32:32,J. Duarte
2024peb,22:04:23.429,-48:37:39.05,2024-07-12,SN Ia,0.0365,2024-07-11 17:32:32,J. Duarte
2024peh,01:35:14.317,-12:23:03.99,2024-07-12,Galaxy,0.085,2024-07-11 17:32:32,J. Duarte
2024pem,04:44:57.538,-52:19:29.27,2024-07-12,SN Ia,0.1,2024-07-11 17:32:32,J. Duarte
2024pfc,14:05:35.607,-39:12:11.72,2024-07-12,SN,0.0136,2024-07-11 17:32:32,J. Duarte
2024pfp,22:47:40.040,-37:11:06.50,2024-07-12,Galaxy,0.04,2024-07-11 17:32:32,J. Duarte
2024pfr,19:50:30.253,+08:20:18.30,2024-07-12,SN Ia,0.03,2024-07-11 17:32:32,J. Duarte
2024lhn,13:17:41.850,+18:27:24.44,2024-07-12,SN Ia,0.0844,2024-07-11 17:58:15,Aleksandra Bochenek (LJMU)
2024lfs,12:08:39.600,+53:41:15.00,2024-07-12,SN Ia,0.063496,2024-07-11 18:12:05,Jacob Wise (LJMU)
2024mwo,16:17:15.251,+34:58:46.73,2024-07-12,SN Ic,0.028149,2024-07-11 20:47:49,J. Sollerman
2024ozn,22:39:00.425,+24:37:37.25,2024-07-12,SN Ia,0.050021,2024-07-11 21:02:52,J. Johansson
