TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2022jny,11:49:44.910,-08:40:42.60,2024-09-01,SN Ia,0.064,2024-08-31 00:14:28,J. Johansson
2022jou,17:49:34.463,+16:40:40.87,2024-09-01,SN Ia-91bg-like,0.035898,2024-08-31 00:15:11,J. Johansson
2024ttl,01:14:49.871,-08:01:57.24,2024-09-01,SN Ia,0.076,2024-08-31 18:18:36,C. Fremling
2024tvi,23:15:10.779,-27:54:54.44,2024-09-01,SN IIn,0.03,2024-08-31 18:18:47,G. Csoernyei
2024nrw,01:32:54.903,-27:45:24.16,2024-09-01,SLSN-I,0.24,2024-08-31 20:23:53,T. Moore
2024qef,22:29:36.401,+00:29:53.31,2024-09-01,SN,0,2024-08-31 20:23:53,T. Moore
2024qwn,01:35:02.309,+23:13:21.16,2024-09-01,SN II,0.07,2024-08-31 20:23:53,T. Moore
2024qxa,06:25:35.220,-22:56:28.96,2024-09-01,SN Ia,0.024,2024-08-31 20:23:53,T. Moore
2024rzr,21:16:53.113,+13:16:13.07,2024-09-01,SN,0.031,2024-08-31 20:23:53,T. Moore
2024sbl,15:58:26.621,+17:27:48.54,2024-09-01,SN Ia-91T-like,0.07,2024-08-31 20:23:53,T. Moore
2024snj,20:46:26.281,-17:53:58.01,2024-09-01,SN Ia,0.08,2024-08-31 20:23:53,T. Moore
2024stw,06:04:57.878,-61:48:57.66,2024-09-01,SN,0.065,2024-08-31 20:23:53,T. Moore
2024svg,04:30:04.997,-51:46:30.21,2024-09-01,SN Ia,0.047,2024-08-31 20:23:53,T. Moore
2024svk,04:24:02.613,-67:00:10.51,2024-09-01,SN Ic,0.06,2024-08-31 20:23:53,T. Moore
2024syq,02:38:29.850,-25:37:50.57,2024-09-01,SN II,0.0248,2024-08-31 20:23:53,T. Moore
2024tdb,05:30:54.366,+08:58:32.61,2024-09-01,SN Ia,0.04,2024-08-31 20:23:53,T. Moore
