TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024klq,SN Ia,M. E. Huber (IfA,-12:53:51.50,13:34:33.349,0.06,2024-06-12,2024-06-11 20:04:49
