TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024sza,17:26:53.388,+56:50:53.51,2024-08-30,SN Ia,0.027,2024-08-29 01:44:16,Liping Li
2024skc,19:14:01.267,+42:11:09.46,2024-08-30,SN Ia,0.053,2024-08-29 04:14:26,C. Fremling
2024srx,16:45:55.612,+27:31:04.86,2024-08-30,SN Ia,0.036,2024-08-29 06:34:08,C. Fremling
2019veq,00:31:03.729,-08:33:25.61,2024-08-30,SN Ia,0.09,2024-08-29 08:00:06,Daniel Perley (LJMU)
2020ks,05:38:42.392,+81:12:31.42,2024-08-30,SN II,0.049,2024-08-29 13:24:25,Daniel Perley (LJMU)
2024slp,07:22:04.973,+17:25:14.19,2024-08-30,SN II,0.015798,2024-08-29 18:54:38,K. Das
2024sei,17:46:44.474,+45:36:43.17,2024-08-30,SN IIb,0.033,2024-08-29 18:57:17,S. Rose
2024sil,02:58:08.100,+13:14:04.92,2024-08-30,SN Ia,0.075,2024-08-29 18:59:00,K. Das
2024rsy,23:40:51.838,+30:44:00.36,2024-08-30,SN Ia,0.093,2024-08-29 19:00:19,S. Rose
2024rkd,23:08:56.671,+03:14:04.21,2024-08-30,SN II,0.042623,2024-08-29 19:05:04,K. Das
2024qjl,23:26:11.557,-20:48:49.64,2024-08-30,SN Ia,0.088,2024-08-29 19:17:42,S. Rose
2019aavi,01:26:23.846,-18:31:47.41,2024-08-30,SN Ia,0.032716,2024-08-29 19:18:42,K. Das
2024ozu,01:34:01.965,+30:39:28.42,2024-08-30,Nova,0.001,2024-08-29 19:26:06,K. Das
