TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024qzr,21:25:41.146,-06:33:04.47,2024-08-19,SN II,0.12,2024-08-18 00:15:44,M. E. Huber (IfA
2024pkt,23:18:39.102,+15:57:33.08,2024-08-19,SN II,0.025,2024-08-18 00:51:11,Jacob Wise (LJMU)
2024sio,17:31:59.756,+05:40:02.67,2024-08-19,CV,,2024-08-18 10:00:36,Willem Hoogendam
2024sck,20:14:38.648,+56:46:29.81,2024-08-19,SN Ia,0.080049,2024-08-18 10:02:15,Willem Hoogendam
2024sht,01:52:46.203,+36:37:05.30,2024-08-19,SN Ia,0.018489,2024-08-18 10:57:04,C. Fremling
2024sfk,01:43:26.252,+16:58:21.83,2024-08-19,SN Ia,0.027,2024-08-18 19:56:09,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024qwp,00:20:30.814,-28:38:39.01,2024-08-19,SN Ia,0.075,2024-08-18 21:20:25,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024rzc,01:06:40.737,+28:06:26.52,2024-08-19,SN Ia,0.07,2024-08-18 21:26:08,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024qwe,02:28:10.778,-23:36:52.20,2024-08-19,SN Ia,0.054,2024-08-18 21:32:01,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024rsr,03:41:27.224,-02:36:30.07,2024-08-19,SN Ia,0.04,2024-08-18 21:37:37,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
