TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023yqq,22:56:04.954,+19:34:56.75,2023-12-16,SN Ia,0.065,2023-12-15 03:53:54,J. Johansson
2023zii,03:59:19.565,+30:14:30.74,2023-12-16,SN Ia,0.04,2023-12-15 05:41:14,J. Sollerman
2023zqs,14:16:05.416,-01:15:35.60,2023-12-16,SN Ia,0.049869999289513,2023-12-15 06:56:36,C. Fremling
2023zdw,00:25:32.541,+06:18:54.41,2023-12-16,SN II,0.03,2023-12-15 07:52:26,Jason Hinkle (UH/IfA) on behalf of SCAT
2023zzi,02:54:47.184,+15:35:24.33,2023-12-16,SN Ia,0.033123,2023-12-15 10:04:03,Jason Hinkle (UH/IfA) on behalf of SCAT
2023yky,14:03:56.516,+54:27:24.87,2023-12-16,SN Ia,0.056,2023-12-15 17:45:29,Maria Jose Bustamante Rosell
2023yzn,01:12:42.060,+01:08:42.29,2023-12-16,SN II,0.04432,2023-12-15 17:49:15,Maria Jose Bustamante Rosell
2023zfq,06:06:45.118,-25:02:22.05,2023-12-16,Other,0.0486,2023-12-15 17:50:49,Maria Jose Bustamante Rosell
2023xjs,02:26:34.570,-19:10:26.51,2023-12-16,SN Ia,0.07,2023-12-15 18:47:49,J. Johansson
2023aaaa,10:02:36.565,+10:51:50.53,2023-12-16,SN Ia,0.079,2023-12-15 21:30:20,S. Barmentloo
2023zdy,08:22:50.650,+21:10:21.35,2023-12-16,SN Ia-pec,0.109,2023-12-15 21:30:20,S. Barmentloo
2023zjz,11:08:52.709,-06:20:38.94,2023-12-16,SN Ia-91T-like,0.044,2023-12-15 21:30:20,S. Barmentloo
2023zmf,08:27:50.715,+05:30:50.51,2023-12-16,SN Ia,0.075,2023-12-15 21:30:20,S. Barmentloo
2023zob,04:43:03.838,-35:02:16.97,2023-12-16,SN Ia,0.034,2023-12-15 21:30:20,S. Barmentloo
