TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024ccq,14:26:15.580,-15:37:22.40,2024-04-03,SN IIP,0.02,2024-04-02 09:31:19,J.H. Terwel (TCD)
2024ees,12:32:42.196,+14:32:27.38,2024-04-03,SN II,0.0235,2024-04-02 11:16:55,Jacob Wise (LJMU)
2024dhc,09:29:34.301,-11:01:56.24,2024-04-03,SN II,0.0275,2024-04-02 11:25:39,Jacob Wise (LJMU)
2024epl,17:34:04.830,+49:22:43.84,2024-04-03,SN Ia,0.0575,2024-04-02 11:30:19,Jacob Wise (LJMU)
2024dwo,13:53:23.499,+14:24:41.12,2024-04-03,SN IIn,0.036,2024-04-02 13:45:26,Joyce van Dalen
2024dyf,05:21:23.790,-49:42:55.30,2024-04-03,SN IIn,0.105,2024-04-02 13:45:26,Joyce van Dalen
2024ecv,11:55:12.950,-30:14:33.75,2024-04-03,SN Ia,0.03,2024-04-02 13:45:26,Joyce van Dalen
2024eeg,13:14:08.003,-58:32:40.93,2024-04-03,SN Ia,0.02,2024-04-02 13:45:26,Joyce van Dalen
2024fai,10:48:40.900,-09:31:36.55,2024-04-03,SN Ia-91T-like,0.08,2024-04-02 13:45:26,Joyce van Dalen
2024fci,11:17:56.881,+19:58:28.35,2024-04-03,SN,0.042,2024-04-02 13:45:26,Joyce van Dalen
2024fct,14:30:54.638,-05:59:32.12,2024-04-03,SN Ia,0.07,2024-04-02 13:45:26,Joyce van Dalen
2024ett,10:26:39.360,-39:42:00.86,2024-04-03,CV,0,2024-04-02 15:57:59,Joyce van Dalen
2024eyr,10:28:06.276,+21:57:46.79,2024-04-03,SN,0.038,2024-04-02 15:57:59,Joyce van Dalen
2024ezr,17:42:52.887,-02:18:44.40,2024-04-03,SN Ia,0.06,2024-04-02 15:57:59,Joyce van Dalen
2024ezs,14:58:39.051,+17:13:00.64,2024-04-03,SN Ia,0.09,2024-04-02 15:57:59,Joyce van Dalen
2024fbo,13:06:13.320,-30:09:40.45,2024-04-03,SN Ia,0.0115,2024-04-02 15:57:59,Joyce van Dalen
2024fbt,10:59:09.654,-04:28:40.76,2024-04-03,SN Ia,0.0686,2024-04-02 15:57:59,Joyce van Dalen
2024fcd,11:51:10.048,+00:14:48.96,2024-04-03,SN Ia,0.04,2024-04-02 15:57:59,Joyce van Dalen
2024fcn,12:14:08.140,+28:17:42.73,2024-04-03,SN Ia,0.06,2024-04-02 15:57:59,Joyce van Dalen
2024fda,16:23:29.306,+08:28:15.56,2024-04-03,SN Ia-91T-like,0.12,2024-04-02 15:57:59,Joyce van Dalen
2024fgc,14:06:33.406,-42:06:31.95,2024-04-03,CV,0,2024-04-02 15:57:59,Joyce van Dalen
2024fgn,10:44:50.020,-43:07:05.16,2024-04-03,SN Ia,0.06,2024-04-02 15:57:59,Joyce van Dalen
2024eza,14:48:12.144,+26:26:17.75,2024-04-03,Other,0.051,2024-04-02 16:17:00,Joyce van Dalen
2024eql,09:19:25.412,+23:27:02.13,2024-04-03,SN Ia,0.07,2024-04-02 19:16:24,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2018gm,10:21:19.150,+20:54:36.72,2024-04-03,SN Ia,0.058,2024-04-02 20:45:36,L. Tomasella
2017eau,12:21:48.750,+25:52:22.26,2024-04-03,SN Ia,0.02309,2024-04-02 21:02:42,P. Ochner
