TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024uvv,20:54:48.965,+10:23:26.55,2024-09-10,CV,0,2024-09-09 03:12:34,Jingyuan Zhao
2024txv,00:21:47.034,-24:21:08.91,2024-09-10,SN Ia,0.05,2024-09-09 05:14:16,Kishore Patra (UCSC)
2024ueo,03:20:22.252,-05:36:22.54,2024-09-10,SN IIn,0.036,2024-09-09 05:16:41,Kishore Patra (UCSC)
2024uns,02:34:48.319,-07:41:00.83,2024-09-10,SN Ia,0.022,2024-09-09 05:18:28,Kishore Patra (UCSC)
2024qty,21:16:15.530,+58:56:27.20,2024-09-10,CV,,2024-09-09 06:41:05,Liping Li
2024twn,02:07:59.402,-06:07:19.59,2024-09-10,SN Ia,0.12,2024-09-09 16:38:26,Mauricio Ramirez
2024uae,05:04:43.254,-31:55:58.16,2024-09-10,SN Ia,0.08,2024-09-09 16:38:26,Mauricio Ramirez
2024tyd,02:39:24.437,-46:09:28.60,2024-09-10,SN Ia,0.05,2024-09-09 16:38:26,Mauricio Ramirez
2024tzd,02:34:23.453,+16:55:06.07,2024-09-10,SN Ia,0.04,2024-09-09 16:38:26,Mauricio Ramirez
2024uad,02:24:32.329,-49:39:14.86,2024-09-10,SN Ia,0.07,2024-09-09 16:38:26,Mauricio Ramirez
2024usx,21:49:45.521,-29:02:35.65,2024-09-10,SN Ia,0.082,2024-09-09 16:38:26,Mauricio Ramirez
2024ulr,23:58:46.616,-07:42:10.11,2024-09-10,SN Ia,0.076,2024-09-09 16:38:26,Mauricio Ramirez
2024ugd,22:54:03.677,-29:37:27.49,2024-09-10,SN Ia,0.071,2024-09-09 16:38:26,Mauricio Ramirez
2024ugs,21:52:31.895,+03:04:36.94,2024-09-10,SN Ia,0.07,2024-09-09 16:38:26,Mauricio Ramirez
2024ufy,22:08:58.058,-34:31:19.42,2024-09-10,SN Ia,0.08,2024-09-09 16:38:26,Mauricio Ramirez
2024tzb,21:49:07.569,-29:13:17.00,2024-09-10,SN Ia-91T-like,0.08,2024-09-09 16:38:26,Mauricio Ramirez
2024ulb,01:23:48.883,-15:42:35.74,2024-09-10,SN Ia-91bg-like,0.044,2024-09-09 16:38:26,Mauricio Ramirez
2024uzi,21:39:54.563,-36:02:00.27,2024-09-10,SN Ic,0.017,2024-09-09 16:38:26,Mauricio Ramirez
2024uki,04:27:18.094,-04:55:12.77,2024-09-10,SN II,0.04,2024-09-09 16:38:26,Mauricio Ramirez
2024qtn,00:58:58.609,-18:44:47.06,2024-09-10,LBV,0.007,2024-09-09 16:38:26,Mauricio Ramirez
2024uwq,20:24:36.761,-43:40:09.88,2024-09-10,SN Ic-BL,0.009,2024-09-09 16:38:26,Mauricio Ramirez
2024uxw,21:09:04.777,-25:40:22.71,2024-09-10,Galaxy,0.049,2024-09-09 16:38:26,Mauricio Ramirez
2024uhx,00:30:05.627,+11:54:45.83,2024-09-10,SN,0.046,2024-09-09 16:38:26,Mauricio Ramirez
2024unx,02:27:55.081,+37:26:51.85,2024-09-10,SN Ia,0.045,2024-09-09 19:39:38,S. Covarrubias
