TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024hud,14:02:02.875,-31:53:01.30,2024-05-11,SN Ia,0.05,2024-05-10 03:48:28,B. Martin (ANU)
2024hue,14:06:06.408,-31:33:27.54,2024-05-11,SN Ia,0.068,2024-05-10 03:50:51,B. Martin (ANU)
2024hvz,16:19:22.312,-03:08:42.33,2024-05-11,SN Ia,0.058,2024-05-10 03:54:30,B. Martin (ANU)
2024guy,12:36:43.621,+14:38:44.69,2024-05-11,SN Ia,0.05,2024-05-10 10:28:40,J.H. Terwel (TCD)
2024hxw,15:55:35.062,+39:55:21.32,2024-05-11,SN Ia,0.078,2024-05-10 10:53:05,C. Fremling
2024iem,15:03:19.090,+52:15:54.70,2024-05-11,SN Ia,0.075428,2024-05-10 17:38:25,C. Fremling
2024hrs,11:59:07.296,+58:20:37.65,2024-05-11,SN Ia,0.053696,2024-05-10 17:40:42,C. Fremling
2024gyr,11:09:11.533,+53:21:42.89,2024-05-11,SN Ia,0.026804,2024-05-10 18:40:41,J. Johansson
2024hrq,16:23:17.526,+02:30:32.28,2024-05-11,SN Ia,0.093,2024-05-10 18:42:08,Y. Qin
2024ijp,13:10:25.377,+06:20:03.43,2024-05-11,SN Ia,0.05,2024-05-10 23:50:30,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
