TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023zjm,05:22:30.044,+05:34:15.19,2023-12-18,SN Ia,0.036529,2023-12-17 00:04:45,Claudio Balcon (Belluno A.O. ISSP)
2023zyb,01:08:58.400,+82:39:33.13,2023-12-18,CV,0,2023-12-17 00:34:45,Andrea Reguitti
2023zqo,12:46:26.582,+30:27:31.43,2023-12-18,SN II,0.0158,2023-12-17 01:06:40,Andrea Reguitti
2023yyg,06:45:55.364,+33:37:22.07,2023-12-18,SN Ia,0.094,2023-12-17 05:57:30,C. Fremling
2023wob,04:42:33.100,-15:16:40.20,2023-12-18,SN IIn,0.036,2023-12-17 15:58:45,P. Pessi
2023yeu,04:19:34.463,+04:18:17.87,2023-12-18,SN IIn,0.024,2023-12-17 15:58:45,P. Pessi
2023yqw,00:17:38.324,+22:43:55.74,2023-12-18,SN IIn,0.086,2023-12-17 15:58:45,P. Pessi
2023yxs,06:26:04.646,-31:15:25.01,2023-12-18,SN IIn,0.112,2023-12-17 15:58:45,P. Pessi
2023zpr,07:16:19.674,+01:23:18.82,2023-12-18,SN Ia,0.055,2023-12-17 15:58:45,P. Pessi
2023zst,03:30:31.979,-52:26:22.89,2023-12-18,SN Ia,0.177,2023-12-17 15:58:45,P. Pessi
2023zvn,10:42:18.976,+19:06:58.13,2023-12-18,SN Ia,0.048,2023-12-17 15:58:45,P. Pessi
2023zwx,09:35:11.196,+01:20:59.63,2023-12-18,SN Ia-91T-like,0.062,2023-12-17 15:58:45,P. Pessi
