TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023xci,23:07:47.653,+43:51:03.63,2023-12-23,SLSN-I,0.24,2023-12-22 09:43:47, F. Poidevin (IAC and ULL)
2023aabw,08:13:40.595,-19:21:57.74,2023-12-23,Other,0,2023-12-22 14:18:57,S. Barmentloo
2023aael,02:36:30.762,-45:52:51.07,2023-12-23,SN Ia,0.11,2023-12-22 14:18:57,S. Barmentloo
2023aait,09:49:24.891,-13:57:17.09,2023-12-23,SN Ia,0.048,2023-12-22 14:18:57,S. Barmentloo
2023aald,08:10:57.250,+14:14:33.44,2023-12-23,SN Ia,0.076,2023-12-22 14:18:57,S. Barmentloo
2023xor,23:06:38.263,-35:38:56.48,2023-12-23,SN II,0.047,2023-12-22 14:18:57,S. Barmentloo
2023yxi,03:09:40.267,-31:13:22.37,2023-12-23,SN II,0.064,2023-12-22 14:18:57,S. Barmentloo
2023zec,22:58:05.548,-46:12:39.65,2023-12-23,SN II,0.049,2023-12-22 14:18:57,S. Barmentloo
2023zia,05:08:21.247,-24:48:58.81,2023-12-23,SN Ia,0.062,2023-12-22 14:18:57,S. Barmentloo
2023zpo,08:15:46.265,-10:13:23.12,2023-12-23,SN Ia,0.097,2023-12-22 14:18:57,S. Barmentloo
2023zrc,01:08:10.691,-36:03:35.66,2023-12-23,SN Ia,0.12,2023-12-22 14:18:57,S. Barmentloo
2023zzn,03:07:26.808,-42:39:31.22,2023-12-23,SLSN-I,0.094,2023-12-22 14:18:57,S. Barmentloo
