TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024alo,00:15:41.309,+17:31:21.94,2024-02-15,SN IIb,0.0194,2024-02-14 00:30:32,Jacob Wise (LJMU)
2024bkp,17:24:11.326,+52:15:50.66,2024-02-15,SN Ia,0.067,2024-02-14 11:32:55,C. Fremling
2024cpo,15:08:03.781,+27:15:43.64,2024-02-15,SN Ia,0.05846,2024-02-14 12:59:21,C. Fremling
2024ars,15:15:18.999,+06:03:46.65,2024-02-15,SN Ia,0.041,2024-02-14 13:37:16,C. Fremling
2024btk,12:54:51.284,-41:01:12.93,2024-02-15,SN Ia,0.1,2024-02-14 18:12:32,Megan Newsome (LCO/UCSB)
2024yr,15:59:35.130,-13:09:12.53,2024-02-15,SN II,0.02,2024-02-14 18:53:16,J. Sollerman
2024biz,05:14:32.862,-04:40:33.28,2024-02-15,SN IIP,0.025,2024-02-14 21:33:00,B. Godson
2024bww,10:04:28.704,+50:43:23.31,2024-02-15,SN Ia,0.081,2024-02-14 21:37:19,Miika Pursiainen
2024cmn,12:25:41.095,-16:37:25.52,2024-02-15,Galaxy,0.067,2024-02-14 21:40:38,B. Godson
2024cmh,13:01:29.203,+07:50:29.55,2024-02-15,SN Ia,0.045,2024-02-14 21:42:48,B. Godson
2024cew,17:01:05.291,+68:43:46.30,2024-02-15,SN Ia-pec,0.15,2024-02-14 22:00:11,B. Godson
