TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024sek,21:55:54.071,-09:41:21.20,2024-08-27,SN Ia,0.0808,2024-08-26 10:11:15,C. Fremling
2024skv,03:31:35.774,-07:29:50.21,2024-08-27,SN Ia,0.055536,2024-08-26 11:36:39,C. Fremling
2024svu,00:43:01.680,+25:23:46.01,2024-08-27,SN Ia,0.09,2024-08-26 16:22:55,J.H. Terwel
2024qkw,00:11:45.256,+06:38:46.74,2024-08-27,SN Ia-pec,0.0461,2024-08-26 18:05:23,S. Mohsen
2024rcc,23:30:11.207,+18:26:12.54,2024-08-27,SN Ia-91T-like,0.14,2024-08-26 18:05:23,S. Mohsen
2024rpt,23:06:10.493,-19:50:14.22,2024-08-27,SN Ia,0.07,2024-08-26 18:05:23,S. Mohsen
2024rrn,00:52:21.281,-26:34:30.60,2024-08-27,SN Ic,0.035,2024-08-26 18:05:23,S. Mohsen
2024ryr,20:32:13.277,+18:05:48.74,2024-08-27,SN Ic-BL,0.0922,2024-08-26 18:05:23,S. Mohsen
2024seh,21:55:50.900,-03:05:23.25,2024-08-27,SN,0.056,2024-08-26 18:05:23,S. Mohsen
2024sfx,02:08:43.800,-16:13:01.85,2024-08-27,SN Ia,0.0634,2024-08-26 18:05:23,S. Mohsen
2024ske,23:04:22.394,-16:51:00.43,2024-08-27,SN Ia-91T-like,0.0788,2024-08-26 18:05:23,S. Mohsen
2024skt,23:46:12.468,-75:16:24.94,2024-08-27,SN,0.02,2024-08-26 18:05:23,S. Mohsen
2024slc,16:58:12.647,+02:04:35.32,2024-08-27,SN Ia,0.07,2024-08-26 18:05:23,S. Mohsen
2024ssh,01:52:14.120,-33:32:49.52,2024-08-27,SN II,0.019,2024-08-26 18:05:23,S. Mohsen
2024ssn,01:29:59.370,+00:29:29.56,2024-08-27,SN Ib,0.033,2024-08-26 18:05:23,S. Mohsen
2024stj,01:11:42.061,-62:47:07.93,2024-08-27,SN Ic-BL,0.04,2024-08-26 18:05:23,S. Mohsen
2024stt,22:23:42.752,-63:09:27.84,2024-08-27,SN Ia-91bg-like,0.044,2024-08-26 18:05:23,S. Mohsen
2024sky,18:02:56.523,-66:25:43.63,2024-08-27,SN II,0.0124,2024-08-26 18:05:23,S. Mohsen
2024rvq,22:43:56.728,-05:14:34.10,2024-08-27,SN Ia,0.09,2024-08-26 20:15:30,J. Johansson
2022aexv,00:49:41.910,+16:10:52.03,2024-08-27,SN Ia,0.08,2024-08-26 20:16:50,J. Sollerman
2024rro,23:06:32.236,+00:10:33.92,2024-08-27,SN Ic,0.023,2024-08-26 20:19:48,Y. Qin
