TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024qvh,17:06:59.015,-62:05:10.05,2024-08-10,SN II,0.005,2024-08-09 02:50:24,B. Martin (ANU)
2024rbp,21:44:08.842,+39:23:06.12,2024-08-10,SN Ia,0.027,2024-08-09 08:56:28,C. Fremling
2024rkc,13:13:25.466,+27:47:38.52,2024-08-10,SN Ia,0.021,2024-08-09 09:54:51,Dhvanil Desai (on behalf of the SCAT team)
2024rkg,13:46:22.498,+59:40:46.83,2024-08-10,SN Ia,0.041,2024-08-09 09:57:21,Dhvanil Desai (on behalf of the SCAT team)
2024qwl,15:19:07.210,+08:16:28.73,2024-08-10,SN II,0.035,2024-08-09 10:02:46,Dhvanil Desai (on behalf of the SCAT team)
2024qfh,05:16:37.905,+19:03:58.44,2024-08-10,SN Ic,0.0179,2024-08-09 10:56:33,J.H. Terwel
2024qwb,14:55:53.523,+32:10:39.99,2024-08-10,SN Ia,0.074,2024-08-09 10:58:54,J.H. Terwel
2024qum,01:51:50.740,+38:09:15.26,2024-08-10,SN Ia,0.08,2024-08-09 18:02:03,J. Sollerman
2024qjp,23:23:35.429,-07:23:37.31,2024-08-10,SN Ia,0.095,2024-08-09 18:04:00,J. Johansson
2024qai,18:51:16.869,+32:51:57.47,2024-08-10,SN Ia,0.08,2024-08-09 18:05:04,J. Johansson
2024qpc,19:19:59.000,-24:10:51.28,2024-08-10,CV,0,2024-08-09 23:44:48,M. E. Huber (IfA
