TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024grp,10:13:17.059,-02:31:52.58,2024-04-19,SN Ia,0.044,2024-04-18 06:02:12,C. Fremling
2024gpw,17:34:32.655,+49:59:10.58,2024-04-19,SN Ia,0.020794,2024-04-18 10:39:20,C. Fremling
2024fle,09:50:09.639,-27:24:23.09,2024-04-19,SN Ia,0.086,2024-04-18 15:34:43,S. Blondin
2024fwk,21:41:57.325,-52:34:53.37,2024-04-19,SLSN-I,0.15,2024-04-18 15:34:43,S. Blondin
2024fxv,14:55:33.656,-20:39:57.24,2024-04-19,SN Ia,0.08,2024-04-18 15:34:43,S. Blondin
2024fzs,16:49:53.482,-03:42:07.12,2024-04-19,SN Ia,0.093,2024-04-18 15:34:43,S. Blondin
2024gbm,12:14:26.646,+08:12:59.71,2024-04-19,AGN,0.13,2024-04-18 15:34:43,S. Blondin
2024gbs,19:34:51.654,-53:36:57.80,2024-04-19,SN Ia,0.06,2024-04-18 15:34:43,S. Blondin
2024gfc,05:12:04.320,-68:23:21.62,2024-04-19,SN II,0.012,2024-04-18 15:34:43,S. Blondin
2024gqf,18:29:35.791,+39:51:14.39,2024-04-19,SN Ia,0.019227,2024-04-18 17:15:48,J. Sollerman
