TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023uwm,23:42:40.746,+41:11:35.33,2023-10-26,SN Ia,0.075,2023-10-25 03:33:42,C. Fremling
2023vof,01:39:36.345,+29:36:09.62,2023-10-26,SN Ia,0.078,2023-10-25 04:32:55,C. Fremling
2023vpd,22:40:12.926,+19:30:24.78,2023-10-26,SN Ia,0.034,2023-10-25 15:30:03,Kankaanpää H
2022xcb,05:00:05.470,-23:55:00.10,2023-10-26,SN II,0.04,2023-10-25 16:31:06,B. Warwick
2023nqn,01:35:40.650,-36:09:53.20,2023-10-26,SN Ia,0.016,2023-10-25 16:31:06,B. Warwick
2023utb,03:06:36.228,-72:58:17.31,2023-10-26,SN Ia,0.032,2023-10-25 16:31:06,B. Warwick
2023ver,03:51:40.274,-00:30:38.95,2023-10-26,SN Ia-91T-like,0.03,2023-10-25 16:31:06,B. Warwick
2023vhl,19:21:42.683,-56:33:04.58,2023-10-26,SN II,0.03,2023-10-25 16:31:06,B. Warwick
2023vdr,02:29:39.347,+03:43:33.03,2023-10-26,SN Ia,0.132,2023-10-25 16:31:06,B. Warwick
2023vuc,00:55:07.304,-15:15:19.43,2023-10-26,SN II,0.056,2023-10-25 17:42:18,A. Saccardi (GEPI/Paris Obs.)
2023vbx,02:22:46.029,+26:27:35.71,2023-10-26,SN IIn,0.033,2023-10-25 18:11:44,Bobrikova A
