TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024qny,18:34:50.376,+49:55:54.84,2024-08-17,SN Ia,0.0528,2024-08-16 00:15:25,Jacob Wise (LJMU)
2024rjr,18:42:41.258,+68:11:32.17,2024-08-17,SN Ia,0.0816,2024-08-16 00:57:02,Jacob Wise (LJMU)
2024sdn,17:25:13.430,+72:52:48.01,2024-08-17,SN Ia,0.05,2024-08-16 07:17:16,J. Sollerman
2024rwc,16:44:03.862,+14:15:45.04,2024-08-17,SN Ia,0.05,2024-08-16 08:15:52,J. Sollerman
2024sbt,19:32:27.701,+57:32:36.55,2024-08-17,SN IIn,0.026,2024-08-16 10:36:27,
2024saw,23:34:06.034,-20:47:07.88,2024-08-17,SN Ia,0.058,2024-08-16 10:42:30,C. Fremling
2024see,21:42:39.575,-18:22:03.94,2024-08-17,SN Ia,0.03,2024-08-16 16:29:06,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024rbh,00:43:10.879,-21:49:27.61,2024-08-17,SN Ia,0.07,2024-08-16 16:39:00,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024pge,23:41:02.078,+23:51:22.27,2024-08-17,SN II,0.097,2024-08-16 21:06:49,Jannis Necker (DESY)
2023qqp,23:38:57.805,+23:41:54.71,2024-08-17,AGN,0.64,2024-08-16 21:15:31,Jannis Necker (DESY)
2024pcv,03:58:38.788,-05:48:35.55,2024-08-17,SN Ia,0.037,2024-08-16 22:07:05,Y. Qin
2024prd,01:33:12.001,-06:24:03.73,2024-08-17,SN Ia,0.088,2024-08-16 22:23:16,Y. Qin
2024roj,22:29:16.459,+37:45:15.37,2024-08-17,SN Ic,0.029304,2024-08-16 22:43:09,Y. Qin
2024rnu,17:43:28.896,+39:05:33.17,2024-08-17,SN II,0.032,2024-08-16 22:56:52,Y. Qin
2024qrc,18:06:10.068,+27:08:21.92,2024-08-17,SN Ia,0.089,2024-08-16 22:58:40,Y. Qin
2024ppt,16:07:06.936,-03:37:52.33,2024-08-17,SN Ia,0.064,2024-08-16 23:00:19,J. Johansson
2024pzs,21:33:52.672,-22:44:46.13,2024-08-17,SN Ia,0.065155,2024-08-16 23:08:53,J. Johansson
2024ptr,22:41:22.780,+41:18:00.72,2024-08-17,SN Ia,0.0497,2024-08-16 23:10:18,J. Johansson
2024rke,22:13:50.045,+06:51:46.92,2024-08-17,SN Ia,0.06,2024-08-16 23:15:59,Y. Qin
2024pvr,15:56:39.192,+00:20:58.41,2024-08-17,SN IIb,0.0325540006,2024-08-16 23:50:22,Y. Qin
