TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024txq,17:45:13.812,+38:54:58.54,2024-09-12,SN Ia,0.047916,2024-09-11 04:45:32,C. Fremling
2024uoc,00:34:15.165,-12:16:02.47,2024-09-12,SN Ia,0.057,2024-09-11 07:44:11,C. Fremling
2024uhc,08:28:29.913,+17:27:47.85,2024-09-12,SN Ia,0.021062,2024-09-11 12:46:42,J. Sollerman
2018lzi,13:43:53.357,+61:33:17.24,2024-09-12,SLSN-II,0.296,2024-09-11 14:09:20,Priscila Pessi (OKC)
2018lxa,17:00:16.298,+70:30:49.54,2024-09-12,SLSN-II,0.201,2024-09-11 14:24:24,Priscila Pessi (OKC)
2018ksc,08:08:41.542,+38:52:50.75,2024-09-12,SLSN-II,0.213,2024-09-11 14:29:25,Priscila Pessi (OKC)
2018iht,02:57:47.768,-03:07:41.13,2024-09-12,SLSN-II,0.253,2024-09-11 14:33:12,Priscila Pessi (OKC)
2019evw,13:53:12.902,+08:09:54.36,2024-09-12,SLSN-II,0.199,2024-09-11 14:42:44,Priscila Pessi (OKC)
2019kkj,02:26:43.484,+37:25:00.00,2024-09-12,SLSN-II,0.216,2024-09-11 14:46:50,Priscila Pessi (OKC)
2019qhz,16:25:10.923,+42:47:31.94,2024-09-12,SLSN-II,0.37,2024-09-11 14:51:39,Priscila Pessi (OKC)
2019mzv,01:40:31.190,+22:02:24.61,2024-09-12,SLSN-II,0.103,2024-09-11 14:54:33,Priscila Pessi (OKC)
2019toh,01:37:18.965,+15:33:06.98,2024-09-12,SLSN-II,0.165,2024-09-11 14:57:16,Priscila Pessi (OKC)
2019ynt,23:22:05.720,+10:38:47.79,2024-09-12,SLSN-II,0.273,2024-09-11 15:00:15,Priscila Pessi (OKC)
2019vme,23:35:22.687,-11:28:53.63,2024-09-12,SLSN-II,0.215,2024-09-11 15:02:33,Priscila Pessi (OKC)
2019wky,14:18:23.244,+52:10:53.68,2024-09-12,SLSN-II,0.208,2024-09-11 15:06:19,Priscila Pessi (OKC)
2019aava,12:29:25.938,+76:13:33.68,2024-09-12,SLSN-II,0.308,2024-09-11 15:08:42,Priscila Pessi (OKC)
2019woc,23:36:20.727,-04:42:39.69,2024-09-12,SLSN-II,0.104,2024-09-11 15:12:51,Priscila Pessi (OKC)
2019aavb,02:56:08.273,+01:17:57.98,2024-09-12,SLSN-II,0.253,2024-09-11 15:15:39,Priscila Pessi (OKC)
2020jgv,07:28:58.116,+30:44:08.31,2024-09-12,SLSN-II,0.147,2024-09-11 15:17:49,Priscila Pessi (OKC)
2020hei,13:39:20.498,+38:04:55.15,2024-09-12,SLSN-II,0.196,2024-09-11 15:32:38,Priscila Pessi (OKC)
2020jvj,11:54:08.651,+61:28:57.80,2024-09-12,SLSN-II,0.258,2024-09-11 15:34:57,Priscila Pessi (OKC)
2020iae,14:03:13.253,+12:39:58.08,2024-09-12,SLSN-II,0.347,2024-09-11 15:38:01,Priscila Pessi (OKC)
2020kcr,15:35:42.822,+33:09:01.74,2024-09-12,SLSN-II,0.203,2024-09-11 15:40:05,Priscila Pessi (OKC)
2020ncc,16:15:46.831,+00:39:59.50,2024-09-12,SLSN-II,0.186,2024-09-11 15:43:24,Priscila Pessi (OKC)
2020afic,15:11:26.917,+62:35:24.67,2024-09-12,SLSN-II,0.271,2024-09-11 15:45:32,Priscila Pessi (OKC)
2020rmn,20:59:01.802,+18:46:15.67,2024-09-12,SLSN-II,0.153,2024-09-11 15:47:22,Priscila Pessi (OKC)
2020vod,21:30:04.446,-02:54:23.95,2024-09-12,SLSN-II,0.172,2024-09-11 15:50:15,Priscila Pessi (OKC)
2021jmn,17:10:25.090,+64:09:41.60,2024-09-12,SLSN-II,0.298,2024-09-11 15:53:42,Priscila Pessi (OKC)
2021nhh,15:24:33.270,-13:32:48.11,2024-09-12,SLSN-II,0.135,2024-09-11 15:56:57,Priscila Pessi (OKC)
2021sto,17:29:54.670,+65:48:48.55,2024-09-12,SLSN-II,0.243,2024-09-11 16:03:33,Priscila Pessi (OKC)
2021adxl,11:48:06.940,-12:38:41.71,2024-09-12,SLSN-II,0.018,2024-09-11 16:14:06,Priscila Pessi (OKC) on behalf of ZTF
2019pcl,22:54:21.000,-00:36:27.86,2024-09-12,Other,0.504,2024-09-11 16:18:36,Priscila Pessi (OKC)
2020afab,02:53:20.179,+44:18:05.46,2024-09-12,Other,0.288,2024-09-11 16:21:37,Priscila Pessi (OKC)
2019pev,04:29:22.720,+00:37:07.50,2024-09-12,Other,0.097,2024-09-11 16:24:43,Priscila Pessi (OKC) on behalf of ZTF
2020afid,03:24:54.126,+23:53:19.08,2024-09-12,Other,0.394,2024-09-11 16:27:04,Priscila Pessi (OKC)
2020pno,16:46:37.049,+55:36:26.82,2024-09-12,Other,0.279,2024-09-11 16:29:16,Priscila Pessi (OKC)
2021gwf,15:06:13.896,+20:04:14.44,2024-09-12,Other,0.242,2024-09-11 16:31:00,Priscila Pessi (OKC)
2021ahqw,09:51:46.717,+54:11:55.51,2024-09-12,Other,0.23,2024-09-11 16:34:19,Priscila Pessi (OKC)
2024vcj,02:45:35.234,-17:41:22.93,2024-09-12,SN Ia-91bg-like,0.026,2024-09-11 18:19:43,Moira Andrews (UCSB/LCO)
2024txu,01:54:50.487,+33:38:45.08,2024-09-12,SN Ia,0.08608,2024-09-11 19:55:56,J. Johansson
2024udf,06:07:23.389,+87:14:21.73,2024-09-12,SN Ia-pec,0.042,2024-09-11 20:39:47,S. Covarrubias
