TNS_ID,Classification,Classifier,DEC,RA,Redshift,ReportDate,TimeReceived
2024gke,SN II,N. Blagorodnova; G. Garcia Moreno; J. M. González; G. Katusiime; J. Mansilla; A. Rojo; Guijarro; Y...,+46:43:45.42,14:55:06.083,0.026144,2024-04-14,2024-04-13 23:20:19
