TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024mxq,14:44:05.831,+09:16:47.48,2024-07-14,SN II,0.03106,2024-07-12 00:05:08,D. Perley
2024kpu,14:09:17.540,-03:38:36.49,2024-07-14,SN Ia,0.0826,2024-07-12 00:07:25,J. Wise
2024jfh,21:55:21.299,+09:21:59.92,2024-07-14,SN II,0.0655,2024-07-12 00:34:42,J. Wise
2024phv,11:52:23.400,-26:54:04.92,2024-07-14,SN II,0.006715,2024-07-12 07:21:37,J. E. Andrews
2024ndh,00:05:06.713,+29:57:45.22,2024-07-14,SN IIb,0.0163,2024-07-12 09:54:24,S. Srivastav (Oxford)
2024kdh,17:20:28.090,+35:27:32.22,2024-07-14,SN Ia,0.0389,2024-07-12 16:10:11,E. Fusco-Blanc (LAM/OHP)
2024kng,21:46:19.239,-07:19:06.70,2024-07-14,SN Ia,0.1,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024lcm,21:06:38.025,-06:42:45.27,2024-07-14,SN Ia,0.09,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024lgz,22:32:39.338,+16:19:25.89,2024-07-14,SN II,0.06,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024nqy,16:38:57.320,+16:44:49.19,2024-07-14,SN Ia,0.088,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024nzi,16:37:15.754,+29:09:05.16,2024-07-14,SN Ia,0.06,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024opz,16:10:15.186,+01:03:03.53,2024-07-14,SN II,0.0278,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024ozs,15:28:44.708,+03:35:10.57,2024-07-14,SN Ia,0.0383,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024pav,22:26:13.637,-50:57:48.43,2024-07-14,SN Ia,0.05,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024pbf,04:09:55.761,-01:22:25.97,2024-07-14,SN Ia,0.0244,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024pgf,17:23:50.864,+19:56:47.66,2024-07-14,SN Ia,0.088,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024phe,02:38:42.775,+14:42:10.06,2024-07-14,SN Ia,0.04,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024phg,01:26:03.765,-07:14:50.16,2024-07-14,SN Ia,0.0475,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024pfu,18:32:19.790,-10:41:58.80,2024-07-14,Nova,0,2024-07-12 16:13:54,S. Gonzalez-Gaitan
2024lst,13:43:26.058,-11:22:23.68,2024-07-14,SN II,0.026028,2024-07-12 17:47:13,J. Sollerman
2024nwg,00:10:54.912,+03:26:00.02,2024-07-14,SN Ia,0.07,2024-07-13 08:17:15,J.H. Terwel (TCD)
2024ozm,00:21:47.443,+27:12:33.62,2024-07-14,SN Ia,0.063,2024-07-13 09:59:38,C. Fremling
2024oaf,20:28:51.734,+01:38:50.93,2024-07-14,SN IIn,0.054,2024-07-13 10:10:09,Jason Hinkle (UH/IfA) on behalf of SCAT
2024pbb,22:42:42.120,-16:44:57.73,2024-07-14,SN Ia,0.071,2024-07-13 16:00:21,C. Fremling
2023zkd,15:48:47.536,+09:12:00.28,2024-07-14,SN Ibn,0.056,2024-07-13 16:56:19,J. Duarte
2024iub,15:33:01.189,-06:33:05.49,2024-07-14,SN II,0.027,2024-07-13 16:56:19,J. Duarte
2024knu,15:18:04.642,+14:23:38.61,2024-07-14,SN Ia-CSM,0.15,2024-07-13 16:56:19,J. Duarte
2024lxq,15:28:12.124,-27:28:29.21,2024-07-14,SN Ia,0.08,2024-07-13 16:56:19,J. Duarte
2024msu,21:24:24.274,-80:59:04.04,2024-07-14,SN Ia,0.06,2024-07-13 16:56:19,J. Duarte
2024ncd,17:02:56.209,+29:33:12.08,2024-07-14,SN,0,2024-07-13 16:56:19,J. Duarte
2024nos,12:51:47.022,-38:22:51.89,2024-07-14,SN Ia,0.08,2024-07-13 16:56:19,J. Duarte
2024num,14:12:42.703,+28:46:49.02,2024-07-14,SN Ia-91T-like,0.06,2024-07-13 16:56:19,J. Duarte
2024nzf,16:39:53.018,+29:47:14.11,2024-07-14,SN Ia,0.12,2024-07-13 16:56:19,J. Duarte
2024nzg,15:56:22.839,+21:35:13.28,2024-07-14,SN Ia,0.1,2024-07-13 16:56:19,J. Duarte
2024nzk,01:29:03.993,-10:32:36.00,2024-07-14,SN Ia,0.12,2024-07-13 16:56:19,J. Duarte
2024pco,01:57:55.737,+13:21:38.36,2024-07-14,SN Ibn,0.0443,2024-07-13 16:56:19,J. Duarte
2024pgk,20:34:40.358,-04:20:40.89,2024-07-14,SN Ia,0.09,2024-07-13 16:56:19,J. Duarte
2024pgs,21:41:24.785,-05:15:22.76,2024-07-14,SN Ia,0.11,2024-07-13 16:56:19,J. Duarte
2024phr,21:03:36.874,+11:50:18.96,2024-07-14,SN II,0.097,2024-07-13 16:56:19,J. Duarte
2024pid,00:47:34.420,-25:19:26.35,2024-07-14,Nova,0.0008,2024-07-13 16:56:19,J. Duarte
2024pii,20:59:06.144,-03:13:48.02,2024-07-14,SN Ia,0.1,2024-07-13 16:56:19,J. Duarte
2024pie,21:54:23.240,+12:42:59.72,2024-07-14,SN II,0.05,2024-07-13 19:25:28,Atlas Syncatto (IfA
2024pgy,19:56:48.020,+49:52:58.80,2024-07-14,SN Ia,0.018,2024-07-13 19:27:26,Atlas Syncatto (IfA
