TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024beq,02:30:03.671,+32:05:53.29,2024-02-14,SN Ia,0.064,2024-02-13 04:05:09,C. Fremling
2024cdi,08:27:07.973,+22:50:28.01,2024-02-14,SN Ia,0.023,2024-02-13 04:31:39,Liping Li
2024anb,10:34:02.911,+16:21:48.46,2024-02-14,SN II,0.0519,2024-02-13 12:19:15,Jacob Wise (LJMU)
2023acbs,02:44:05.109,+16:40:08.93,2024-02-14,SN II,0.0393,2024-02-13 12:30:40,Jacob Wise (LJMU)
2023rmz,01:22:35.700,+01:53:29.40,2024-02-14,SN II,0.032236,2024-02-13 12:45:58,C. Angus
2024xh,13:41:33.316,+15:42:47.08,2024-02-14,SN II,0.06,2024-02-13 12:48:40,Jacob Wise (LJMU)
2024cld,15:50:21.557,+18:56:20.16,2024-02-14,SN II,0.014,2024-02-13 13:02:05,B. Godson
2024mi,07:37:30.138,+45:17:12.80,2024-02-14,SN Ia,0.085,2024-02-13 13:22:36,K-Ryan Hinds (LJMU)
2024ans,12:06:35.074,+54:08:02.09,2024-02-14,SN Ia,0.051,2024-02-13 13:26:11,K-Ryan Hinds (LJMU)
2024ccf,05:30:27.413,-13:50:00.20,2024-02-14,SN Ia,0.045,2024-02-13 17:32:09,B. Godson
2024bzx,12:42:50.744,+20:41:13.35,2024-02-14,SN Ia,0.063,2024-02-13 17:36:31,B. Godson
2024cdt,15:20:42.902,+49:06:26.47,2024-02-14,SN II,0.04,2024-02-13 17:41:38,B. Godson
2024ccb,00:42:57.191,+41:19:03.87,2024-02-14,Nova,0,2024-02-13 19:32:58,Claudio Balcon (Belluno A.O. ISSP)
2024cao,23:51:34.981,+36:14:29.78,2024-02-14,SN Ia,0.03,2024-02-13 21:13:37,Andrea Reguitti
