TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024jri,00:00:24.640,+33:25:41.80,2024-06-30,CV,0,2024-06-29 06:18:36,Weikang Zheng (UCB)
2024moy,14:02:27.918,+60:59:40.80,2024-06-30,SN Ia,0.036908,2024-06-29 08:59:24,Claudio Balcon (Belluno A.O. ISSP)
2023fzx,22:58:35.332,+36:42:38.58,2024-06-30,SN Ia,0.064,2024-06-29 09:09:40,C. Fremling
2024kzf,22:20:14.056,+16:56:24.73,2024-06-30,SN II,0.042,2024-06-29 15:57:30,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024lwg,20:59:47.375,-30:10:36.07,2024-06-30,SN Ia,0.033,2024-06-29 15:59:59,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024myv,19:54:41.884,+60:45:38.61,2024-06-30,SN Ia,0.062,2024-06-29 16:07:11,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2024ixo,21:52:30.690,+02:14:01.18,2024-06-30,SN,,2024-06-29 16:13:01,M. Gonzalez-Banuelos
2024jkx,22:35:00.840,-38:26:05.89,2024-06-30,SN Ia,0.059,2024-06-29 16:13:01,M. Gonzalez-Banuelos
2024kcq,21:38:44.516,+11:59:42.17,2024-06-30,SN Ia,0.11,2024-06-29 16:13:01,M. Gonzalez-Banuelos
2024kwg,21:55:43.136,-66:40:00.07,2024-06-30,SN II,0.085,2024-06-29 16:13:01,M. Gonzalez-Banuelos
2024mml,13:33:17.964,-40:29:46.48,2024-06-30,SN Ic,0.012,2024-06-29 16:13:01,M. Gonzalez-Banuelos
2024mpz,03:21:40.448,-06:38:02.33,2024-06-30,SN Ia,0.035,2024-06-29 16:13:01,M. Gonzalez-Banuelos
2024mze,22:39:45.633,-66:44:01.53,2024-06-30,SN Ia,0.042,2024-06-29 16:13:01,M. Gonzalez-Banuelos
