TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2024fwj,12:13:39.635,+14:14:39.35,2024-04-09,SN Ia,0.051567,2024-04-08 02:57:02,M. E. Huber (IfA
2024fja,16:18:31.502,+20:52:49.18,2024-04-09,SN IIb,0.032344,2024-04-08 05:32:56,M. E. Huber (IfA
2024fjp,18:06:15.023,+45:06:50.15,2024-04-09,SN Ia,0.03143,2024-04-08 05:38:20,M. E. Huber (IfA
2024fvs,17:27:55.138,+02:01:09.12,2024-04-09,CV,0,2024-04-08 07:02:43,M. E. Huber (IfA
2024fje,08:12:12.367,-13:09:21.07,2024-04-09,AGN,0.174,2024-04-08 07:38:48,Willem Hoogendam
2024fxo,15:03:27.572,+37:12:30.78,2024-04-09,SN Ia,0.079445,2024-04-08 10:24:39,Willem Hoogendam
2024fji,14:53:25.913,-24:18:01.63,2024-04-09,SN Ic-BL,0.03,2024-04-08 15:00:23,Joyce van Dalen
2024flg,15:59:32.608,-19:55:32.00,2024-04-09,SN Ia,0.0472,2024-04-08 15:00:23,Joyce van Dalen
2024fpj,14:48:57.193,-07:27:14.68,2024-04-09,SN,,2024-04-08 15:00:23,Joyce van Dalen
2024fsf,06:26:56.209,-63:06:20.20,2024-04-09,SN Ia,0.0746,2024-04-08 15:00:23,Joyce van Dalen
2024fbr,09:51:45.748,+48:00:26.59,2024-04-09,SN Ia,0.076,2024-04-08 15:14:26,C. Fremling
2024fld,16:30:07.457,+14:53:53.07,2024-04-09,SN Ia,0.0332,2024-04-08 15:15:30,C. Fremling
2024flb,10:55:14.240,+12:13:40.60,2024-04-09,SN Ia,0.04,2024-04-08 20:24:23,A. Reguitti (INAF-OAB)
2024fdo,17:57:51.109,+50:19:19.22,2024-04-09,SN Ia,0.05,2024-04-08 22:26:53,J. Sollerman
