TNS_ID,RA,DEC,ReportDate,Classification,Redshift,TimeReceived,Classifier
2023vqm,23:12:18.318,-76:19:10.76,2023-11-01,SN Ia,0.065,2023-10-31 16:09:09,Emilio Hueichapan
2023vvy,23:39:03.253,-16:35:11.43,2023-11-01,SN Ia,0.09,2023-10-31 16:09:09,Emilio Hueichapan
2023vwr,23:20:52.321,-04:11:36.28,2023-11-01,SN Ia,0.06,2023-10-31 16:09:09,Emilio Hueichapan
2023vxb,21:42:29.397,+18:24:32.24,2023-11-01,SN Ia,0.05,2023-10-31 16:09:09,Emilio Hueichapan
2023vxc,20:25:23.804,-12:23:37.95,2023-11-01,SN Ia-91T-like,0.07,2023-10-31 16:09:09,Emilio Hueichapan
2023vyx,21:20:44.376,-09:31:18.22,2023-11-01,SN Ia,0.08,2023-10-31 16:09:09,Emilio Hueichapan
2023vyy,21:15:00.739,-12:48:18.88,2023-11-01,SN Ia,0.07,2023-10-31 16:09:09,Emilio Hueichapan
2023way,21:24:11.159,+15:59:23.03,2023-11-01,Other,0.029,2023-10-31 16:09:09,Emilio Hueichapan
2023wbt,23:45:51.159,-06:46:56.06,2023-11-01,SN Ib,0.036,2023-10-31 16:09:09,Emilio Hueichapan
2023wbw,00:36:18.780,+11:23:30.59,2023-11-01,SN Ia,0.036,2023-10-31 16:09:09,Emilio Hueichapan
2023wbx,23:59:25.293,-41:26:03.39,2023-11-01,SN Ia-91T-like,0.06,2023-10-31 16:09:09,Emilio Hueichapan
2023vwy,03:11:03.824,+52:13:11.65,2023-11-01,SN Ia,0.031,2023-10-31 18:26:31,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2023uvh,09:07:55.167,+03:16:39.23,2023-11-01,SN IIb,0.027,2023-10-31 18:30:59,M. A. Tucker (CCAPP/OSU) on behalf of the SCAT team
2023uxg,16:58:29.430,+26:06:35.24,2023-11-01,SN II,0.021125,2023-10-31 18:45:29,Claudio Balcon (Belluno A.O. ISSP)
2023wcr,12:23:31.150,+74:57:01.40,2023-11-01,SN II,0.00476,2023-10-31 23:08:26,Claudio Balcon (Belluno A.O. ISSP)
