TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023vct,23:14:54.726,-38:03:23.07,2023-10-15 03:30:53.280,2023-10-17,18.312,ABMag,orange - ATLAS,0.5681536333527046,0.7404802142437038,G,-18.835364017052154,268.826949174,0.060249,"['348.728058' '-38.056564' 'G' '268.826949174' '0.060249'
 '0.5681536333527046' '0.7404802142437038']",J. Tonry
2023vdr,02:29:39.347,+03:43:33.03,2023-10-11 09:30:25.001,2023-10-17,19.8313,ABMag,g - ZTF,0.6376687441838016,1.6117645741903066,G,-18.754358044493195,521.352678243,0.112076,"['37.413933' '3.725665' 'G' '521.352678243' '0.112076'
 '0.6376687441838016' '1.6117645741903066']",A. Munoz-Arancibia
2023vcv,23:34:39.617,+46:39:27.20,2023-10-06 06:53:03.002,2023-10-17,20.2199,ABMag,g - ZTF,0.8269241712847093,1.3462447675908513,G,-17.410517374288435,335.802151888,0.07413,"['353.665405' '46.657543' 'G' '335.802151888' '0.07413'
 '0.8269241712847093' '1.3462447675908513']",Julien Peloton
2023vdx,05:36:15.553,-27:49:48.50,2023-10-14 13:35:07.584,2023-10-17,20.44,ABMag,w - P1,1.255391362306373,1.7897885261971134,G,-16.902238583139027,294.067965309,0.065331,"['84.064842' '-27.830486' 'G' '294.067965309' '0.065331'
 '1.255391362306373' '1.7897885261971134']",K. C. Chambers
2023vcs,03:25:27.759,-27:41:42.46,2023-10-15 04:50:14.784,2023-10-17,18.629,ABMag,orange - ATLAS,1.4264983963631463,2.4123378247517637,G,-19.083959859537668,348.812445422,0.076852,"['51.366104' '-27.695063' 'G' '348.812445422' '0.076852'
 '1.4264983963631463' '2.4123378247517637']",J. Tonry
2023vcu,04:35:02.607,-28:19:48.35,2023-10-15 05:53:18.240,2023-10-17,18.738,ABMag,orange - ATLAS,1.4629253075402966,1.577169784002599,G,-17.997407141663345,222.37267907,0.049741,"['68.761284' '-28.330263' 'G' '222.37267907' '0.049741'
 '1.4629253075402966' '1.577169784002599']",J. Tonry
2023vcp*,16:04:47.895,+07:06:51.29,2023-09-04 07:45:27.072,2023-10-17,19.74,ABMag,r - P1,1.5791301050896627,2.5350855550694664,G,-17.859999203348384,331.131,0.0731503865752,"['241.2' '7.11431' 'G' '331.131' '0.0731503865752' '1.5791301050896627'
 '2.5350855550694664']",D. O. Jones (UC Santa Cruz)
2023vcq,01:16:06.658,-28:40:42.41,2023-10-15 05:12:29.664,2023-10-17,19.015,ABMag,orange - ATLAS,2.1007358779369656,6.604288944538232,G,-20.044398731553144,648.4548552,0.137083,"['19.02788' '-28.679018' 'G' '648.4548552' '0.137083' '2.1007358779369656'
 '6.604288944538232']",J. Tonry
2023vdq,10:48:59.374,+23:17:17.60,2023-10-13 12:26:50.997,2023-10-17,19.3401,ABMag,r - ZTF,2.2472826297525375,3.5566514732133476,G,-18.228943738531406,326.444042823,0.072166,"['162.246994' '23.287716' 'G' '326.444042823' '0.072166'
 '2.2472826297525375' '3.5566514732133476']",A. Munoz-Arancibia
2023vdu,03:07:12.103,-26:37:49.64,2023-10-14 10:56:05.568,2023-10-17,20.63,ABMag,w - P1,2.7591200972770977,7.6620582248564135,G,-18.15999988253257,572.796,0.122286841143,"['46.8012' '-26.63012' 'G' '572.796' '0.122286841143' '2.7591200972770977'
 '7.6620582248564135']",K. C. Chambers
2023vcn,03:35:17.478,-27:45:03.99,2023-10-16 13:01:14.592,2023-10-17,19.61,ABMag,r - P1,3.010084491304181,5.599551910533066,G,-18.30999861071198,383.707,0.0841048320524,"['53.823' '-27.75193' 'G' '383.707' '0.0841048320524' '3.010084491304181'
 '5.599551910533066']",D. O. Jones (UC Santa Cruz)
2023vcg,23:56:05.871,+29:22:40.59,2023-10-16 04:06:47.232,2023-10-17,19.4667,ABMag,r - ZTF,3.775429085854876,2.2399872166179833,G,-15.971821778799967,122.378283035,0.027063,"['359.025665' '29.377899' 'G' '122.378283035' '0.027063'
 '3.775429085854876' '2.2399872166179833']",K. De (Caltech) on behalf of ZTF
2023vec,05:37:25.588,-27:44:27.85,2023-10-14 13:35:07.584,2023-10-17,19.94,ABMag,w - P1,3.788078017809434,7.653008952780143,G,-18.159192197896406,416.714334143,0.090903,"['84.357742' '-27.74073' 'G' '416.714334143' '0.090903'
 '3.788078017809434' '7.653008952780143']",K. C. Chambers
2023vch,05:14:36.699,-23:48:26.26,2023-10-15 10:33:46.368,2023-10-17,18.8267,ABMag,g - ZTF,3.789264141213719,2.869905154378098,G,-17.141988987003256,156.220418678,0.034688,"['78.651764' '-23.807356' 'G' '156.220418678' '0.034688'
 '3.789264141213719' '2.869905154378098']",K. De (Caltech) on behalf of ZTF
