TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024iuw,12:06:59.456,+28:14:41.80,2024-05-10 07:24:18.996,2024-05-15,18.6798,ABMag,g - ZTF,0.6648069113126,1.2038744441426306,G,-19.181754014079267,373.517369849,0.081994,"['181.747726' '28.245129' 'G' '373.517369849' '0.081994' '0.6648069113126'
 '1.2038744441426306']",,,,,,Nabeel Rehemtulla (CIERA,Yes
2024iuc,14:22:36.440,-05:58:05.03,2024-05-12 06:29:33.999,2024-05-15,19.6484,ABMag,r - ZTF,1.0499374415034144,1.9016367365504034,G,-18.21354634298166,373.584860874,0.082008,"['215.652039' '-5.967856' 'G' '373.584860874' '0.082008'
 '1.0499374415034144' '1.9016367365504034']",,,,,,Jesper Sollerman (SU),No
2022aeus,22:31:15.386,-11:52:15.38,2022-10-17 05:51:43.200,2024-05-15,21.73,ABMag,w - P1,1.1492256602410145,inf,G,999,0.0,0.0,['337.814' '-11.87124' 'G' '0.0' '0.0' '1.1492256602410145' 'inf'],,,,,,K. C. Chambers,No
2024iua,10:45:08.451,+56:58:33.25,2024-05-07 04:26:10.003,2024-05-15,19.9824,ABMag,g - ZTF,1.2475420593452082,1.7422412467892208,G,-17.31499114092997,288.056863906,0.064055,"['161.284988' '56.976227' 'G' '288.056863906' '0.064055'
 '1.2475420593452082' '1.7422412467892208']",G,-17.587601115880673,326.588,0.0721963560982,"['161.285' '56.97633' 'G' '326.588' '0.0721963560982' '1.593506565531715'
 '2.523067951803608']",Jesper Sollerman (SU),Yes
2024iuh,16:25:16.023,+30:19:26.03,2024-05-14 00:33:21.888,2024-05-15,19.1,ABMag,L - GOTO,2.0434046536765624,2.3549214650303902,G,-17.78023591667288,237.709852924,0.053092,"['246.316193' '30.324181' 'G' '237.709852924' '0.053092'
 '2.0434046536765624' '2.3549214650303902']",G,-17.777947245377575,237.45944536,0.0530378365189,"['246.316' '30.32606' 'G' '237.45944536' '0.0530378365189'
 '8.138546056821555' '9.369386216332714']",T. Killestein,Yes
2024iwa,09:20:06.094,+04:00:48.94,2024-02-05 10:03:05.184,2024-05-15,20.43,ABMag,w - P1,2.8059839356645147,6.020875983176998,G,-17.799998173075572,442.588,0.0961909680955,"['140.025' '4.01292' 'G' '442.588' '0.0961909680955' '2.8059839356645147'
 '6.020875983176998']",,,,,,K. C. Chambers,Yes
2024iur,16:54:17.189,+02:11:49.39,2024-05-14 08:06:17.003,2024-05-15,19.7318,ABMag,g - ZTF,2.994474586455173,4.219086981533264,G,-17.58481490247138,290.618315055,0.064599,"['253.571335' '2.197834' 'G' '290.618315055' '0.064599'
 '2.994474586455173' '4.219086981533264']",,,,,,Jesper Sollerman (SU),No
2024ivi,10:50:09.280,-06:02:37.88,2024-05-14 04:07:07.000,2024-05-15,19.117,ABMag,g - ZTF,3.6596476184604376,1.7167105912497491,G,-15.81141474908554,96.7571237472,0.024328,"['162.53894' '-6.042876' 'G' '96.7571237472' '0.024328'
 '3.6596476184604376' '1.7167105912497491']",G,-15.667310630382016,90.544510683,0.0202864301432,"['162.538' '-6.04289' 'G' '90.544510683' '0.0202864301432'
 '4.216483286135764' '1.850918840119684']",A. Munoz-Arancibia,No
2024ius,17:56:56.097,+24:57:08.90,2024-05-12 10:08:19.999,2024-05-15,20.1665,ABMag,r - ZTF,3.832640002800021,5.284774802948029,G,-17.10326795342428,284.41571606,0.06317,"['269.233429' '24.951445' 'G' '284.41571606' '0.06317' '3.832640002800021'
 '5.284774802948029']",,,,,,Jesper Sollerman (SU),No
2024ivg,16:05:02.241,-07:04:06.06,2024-05-14 06:40:38.001,2024-05-15,19.9876,ABMag,r - ZTF,3.99817535350003,6.136011496709534,G,-17.514647300937803,316.555205968,0.070085,"['241.259567' '-7.067263' 'G' '316.555205968' '0.070085'
 '3.99817535350003' '6.136011496709534']",,,,,,A. Munoz-Arancibia,No
