TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024gxr,17:22:32.637,+18:13:58.20,2024-04-17 09:07:25.003,2024-04-21,19.3893,ABMag,r - ZTF,0.5431796991298914,0.5315196639762557,G,-17.135704695988174,201.837072857,0.045395,"['260.635895' '18.232956' 'G' '201.837072857' '0.045395'
 '0.5431796991298914' '0.5315196639762557']",Jesper Sollerman (SU),No
2024gxw,14:37:05.274,+00:37:15.23,2024-03-19 13:43:39.072,2024-04-21,21.77,ABMag,w - P1,0.930362858905317,inf,G,999,0.0,0.0,['219.272' '0.62064' 'G' '0.0' '0.0' '0.930362858905317' 'inf'],K. C. Chambers,No
2024gwy,09:53:11.912,+00:51:26.62,2024-04-16 04:56:38.002,2024-04-21,19.1425,ABMag,r - ZTF,2.2804324101640487,5.030278312308104,G,-19.147499712928337,454.988,0.0987126493563,"['148.299' '0.85741' 'G' '454.988' '0.0987126493563' '2.2804324101640487'
 '5.030278312308104']",Jesper Sollerman (SU),Yes
2024gxs,19:29:52.307,+35:25:32.79,2024-04-20 09:41:41.003,2024-04-21,18.9887,ABMag,r - ZTF,2.4473794643601883,2.7941348757399007,G,-17.871155938435635,235.489304851,0.0528,"['292.46875' '35.425594' 'G' '235.489304851' '0.0528' '2.4473794643601883'
 '2.7941348757399007']",Jesper Sollerman (SU),No
2024gyh,12:05:10.816,+32:47:05.45,2024-04-10 06:02:32.064,2024-04-21,19.88,ABMag,w - P1,3.653114382761521,4.025035561121259,G,-16.90265792126549,227.264490834,0.051023,"['181.295746' '32.785686' 'G' '227.264490834' '0.051023'
 '3.653114382761521' '4.025035561121259']",K. C. Chambers,Yes
2024gyb,13:34:45.144,+26:45:55.69,2024-04-17 08:05:47.904,2024-04-21,20.17,ABMag,w - P1,3.9339710826989065,14.804916585371492,G,-19.279999673743063,776.247,0.16151990076,"['203.689' '26.76621' 'G' '776.247' '0.16151990076' '3.9339710826989065'
 '14.804916585371492']",K. C. Chambers,Yes
2024gyr,11:09:11.556,+53:21:43.12,2024-04-20 06:51:35.712,2024-04-21,18.4604,ABMag,g - ZTF,4.34470595705406,3.6975188927442835,G,-17.761475727556913,175.539616617,0.039268,"['167.298126' '53.360771' 'G' '175.539616617' '0.039268'
 '4.34470595705406' '3.6975188927442835']",K. De (Caltech) on behalf of ZTF,Yes
2024gyp,19:25:32.728,+31:45:53.93,2024-04-20 09:41:41.003,2024-04-21,18.9701,ABMag,r - ZTF,4.3906244042523,inf,G,999,0.0,0.0,['291.385' '31.76461' 'G' '0.0' '0.0' '4.3906244042523' 'inf'],Jacob Wise (LJMU),No
2024gyi,15:26:36.683,+11:59:22.22,2024-04-08 14:19:20.928,2024-04-21,21.81,ABMag,w - P1,5.588738245050683,10.541161674657792,G,-16.139999190707965,389.045,0.0852081726041,"['231.654' '11.98844' 'G' '389.045' '0.0852081726041' '5.588738245050683'
 '10.541161674657792']",K. C. Chambers,Yes
2024gwp,14:07:25.545,+14:55:07.97,2024-04-20 04:06:27.360,2024-04-21,18.87,ABMag,g - ZTF,5.753532042373422,2.9315974771645856,G,-16.237974681883163,105.098117328,0.023417,"['211.854919' '14.919514' 'G' '105.098117328' '0.023417'
 '5.753532042373422' '2.9315974771645856']",J. Nordin,Yes
2024gyg,13:53:30.705,-10:41:09.96,2024-04-16 10:39:05.184,2024-04-21,20.87,ABMag,w - P1,5.764241847055358,inf,G,999,0.0,0.0,['208.378' '-10.6877' 'G' '0.0' '0.0' '5.764241847055358' 'inf'],K. C. Chambers,No
2024gxi,12:21:27.256,+46:56:11.63,2024-02-10 14:18:04.032,2024-04-21,20.92,ABMag,w - P1,6.9724436075552,17.69847350131197,G,-17.674879663615755,523.571421049,0.112519,"['185.361313' '46.93774' 'G' '523.571421049' '0.112519' '6.9724436075552'
 '17.69847350131197']",K. C. Chambers,Yes
