TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter
2023wyi*,08:15:06.956,+30:29:31.67,2023-10-15 10:48:00.000,2023-11-09,20.74,ABMag,g - ZTF,0.06416455433652489,0.10886037894993951,G,-16.979998963558895,349.945,0.0770885185443,"['123.779' '30.49212' 'G' '349.945' '0.0770885185443'
 '0.06416455433652489' '0.10886037894993951']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xaj,09:11:34.552,-12:14:10.39,2023-10-19 11:34:04.800,2023-11-09,19.33,ABMag,r - ZTF,0.3464522361983402,0.8226562392926016,G,-19.12000080084387,489.779,0.105745762873,"['137.894' '-12.23631' 'G' '489.779' '0.105745762873' '0.3464522361983402'
 '0.8226562392926016']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wzr,17:44:23.642,+42:12:39.84,2023-10-05 04:13:26.400,2023-11-09,20.09,ABMag,g - ZTF,0.42755573737176633,0.9873159500340327,G,-18.299442738511505,476.308736771,0.10303,"['266.098663' '42.211098' 'G' '476.308736771' '0.10303'
 '0.42755573737176633' '0.9873159500340327']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wzc,19:13:24.131,-08:14:25.78,2023-10-19 03:08:38.400,2023-11-09,19.49,ABMag,r - ZTF,0.5054860728997344,1.29932988451212,G,-19.132176830336125,530.194680465,0.11384,"['288.350647' '-8.240396' 'G' '530.194680465' '0.11384'
 '0.5054860728997344' '1.29932988451212']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wxw,06:24:12.011,+50:03:02.09,2023-10-14 10:55:12.000,2023-11-09,20.39,ABMag,g - ZTF,0.5283520079235415,0.7574295271321732,G,-16.964220011539467,295.695014531,0.065676,"['96.049828' '50.050625' 'G' '295.695014531' '0.065676'
 '0.5283520079235415' '0.7574295271321732']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wyl,00:26:30.923,-24:29:10.99,2023-09-20 09:33:07.200,2023-11-09,19.92,ABMag,g - ZTF,0.6968835760925098,2.1817330086893114,G,-19.13033253102744,645.753109639,0.136559,"['6.629037' '-24.486471' 'G' '645.753109639' '0.136559'
 '0.6968835760925098' '2.1817330086893114']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wxi,09:04:37.909,+79:35:18.85,2023-10-16 12:17:16.800,2023-11-09,19.99,ABMag,g - ZTF,0.7690544629007724,1.673136943594035,G,-18.269997625706306,448.744899274,0.097444,"['136.159058' '79.588493' 'G' '448.744899274' '0.097444'
 '0.7690544629007724' '1.673136943594035']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2020afgl*,17:03:19.768,+61:35:39.46,2020-03-06 12:38:52.800,2023-11-09,20.24,ABMag,r - ZTF,0.7983437906785761,1.6773679477352437,G,-17.944317606733147,433.374667388,0.094312,"['255.832703' '61.594448' 'G' '433.374667388' '0.094312'
 '0.7983437906785761' '1.6773679477352437']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wxd,04:22:11.984,-16:51:52.03,2023-10-13 10:30:43.200,2023-11-09,20.15,ABMag,g - ZTF,0.8755902827160444,1.93648344940837,G,-18.14568994803094,456.181836864,0.098955,"['65.549713' '-16.864574' 'G' '456.181836864' '0.098955'
 '0.8755902827160444' '1.93648344940837']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xcf,00:42:30.985,+48:47:42.42,2023-10-25 11:13:55.200,2023-11-09,19.86,ABMag,g - ZTF,1.0272201432398809,1.9362726496636131,G,-18.088640585340322,388.801665888,0.085158,"['10.628749' '48.79528' 'G' '388.801665888' '0.085158'
 '1.0272201432398809' '1.9362726496636131']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
