TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024euh,21:57:43.819,+26:07:02.90,2024-03-21 12:32:18.997,2024-03-22,18.3947,ABMag,r - ZTF,0.3249300888289156,0.5750384923837301,G,-19.41696060349892,365.032994148,0.080232,"['329.432648' '26.117538' 'G' '365.032994148' '0.080232'
 '0.3249300888289156' '0.5750384923837301']",A. Munoz-Arancibia,No
2024eug,21:56:18.459,+33:23:45.72,2024-03-21 12:28:30.996,2024-03-22,18.7137,ABMag,r - ZTF,0.4277791604409128,0.9446801954226778,G,-19.578751600667534,455.502033497,0.098817,"['329.076935' '33.395916' 'G' '455.502033497' '0.098817'
 '0.4277791604409128' '0.9446801954226778']",A. Munoz-Arancibia,No
2024euo,18:06:38.829,+10:13:47.87,2024-03-18 12:04:19.200,2024-03-22,19.32,ABMag,r - ZTF,0.7639803856109322,inf,G,999,0.0,0.0,['271.662' '10.23' 'G' '0.0' '0.0' '0.7639803856109322' 'inf'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024eua,15:31:11.635,+49:56:30.21,2024-03-21 09:23:02.400,2024-03-22,18.89,ABMag,r - ZTF,1.692841552730294,2.6193375532439487,G,-18.630001459355384,319.154,0.0706324853162,"['232.798' '49.94208' 'G' '319.154' '0.0706324853162' '1.692841552730294'
 '2.6193375532439487']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024ety,22:36:35.247,+26:06:04.19,2024-03-21 12:45:52.004,2024-03-22,16.9186,ABMag,r - ZTF,2.9828884227559613,1.3706033759141785,G,-17.9648996090375,94.7763374623,0.020959,"['339.146057' '26.101568' 'G' '94.7763374623' '0.020959'
 '2.9828884227559613' '1.3706033759141785']",A. Munoz-Arancibia,No
2024ets,11:08:30.149,+29:50:10.27,2024-03-21 04:59:37.248,2024-03-22,18.9,ABMag,g - ZTF,3.198530689493595,2.4923033589436354,G,-17.130377569513435,160.722068773,0.031168,"['167.126083' '29.836979' 'G' '160.722068773' '0.031168'
 '3.198530689493595' '2.4923033589436354']",J. Nordin,Yes
2024etx,15:21:23.766,-38:07:41.08,2024-03-21 08:53:35.000,2024-03-22,19.4,ABMag,BG-q - BlackGem,4.190874092729472,16.482935102926085,G,-20.145775342309555,811.250669955,0.1681,"['230.348251' '-38.12907' 'G' '811.250669955' '0.1681' '4.190874092729472'
 '16.482935102926085']",F. Stoppa,No
2024eun,14:31:18.931,+49:51:43.53,2024-03-20 13:20:48.768,2024-03-22,19.91,ABMag,y - P1,5.4687287534649505,8.658875057610292,G,-17.66000111588067,326.588,0.0721963560982,"['217.830353' '49.863277' 'G' '326.588' '0.0721963560982'
 '5.4687287534649505' '8.658875057610292']",D. O. Jones (UC Santa Cruz),Yes
2024etw,18:54:20.715,-48:05:52.07,2024-03-21 09:08:00.000,2024-03-22,19.96,ABMag,BG-q - BlackGem,5.498265692781339,4.280280194701307,G,-16.06835805189766,160.572663162,0.03679,"['283.584045' '-48.097599' 'G' '160.572663162' '0.03679'
 '5.498265692781339' '4.280280194701307']",F. Stoppa,No
2024eut,14:53:14.113,+00:39:19.10,2024-03-05 11:12:28.800,2024-03-22,19.32,ABMag,r - ZTF,6.812977616236039,11.725084695023417,G,-18.431020797986434,354.98022439,0.078139,"['223.307251' '0.656387' 'G' '354.98022439' '0.078139' '6.812977616236039'
 '11.725084695023417']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
